time,centroid_x,FRwheel_x,FRwheel_z,RRwheel_x,floor_x,floor_z
32.7,0.236,0,-0.099,-0.197,0.234,-0.267
32.72,0.267,-0.098,-0.695,0.888,0.175,0.208
32.74,0.112,0.197,-0.199,0.888,0.205,-0.208
32.76,0.102,0.592,0.397,0.691,0.175,-0.208
32.78,0.177,0.296,0.099,0.494,0.263,-0.089
32.8,0.167,1.183,-0.199,0.296,0.117,0.03
32.82,-0.009,1.381,0.298,0.198,0.117,-0.089
32.84,0.267,0.197,0.596,0.395,0.088,0.06
32.86,0.245,0.197,0.298,0.395,0.263,-0.059
32.88,0.181,-0.394,0.199,1.776,0.379,0
32.9,0.091,0.69,-0.298,1.085,0.117,-0.089
32.92,0.212,0.493,-0.894,0.79,0.175,-0.267
32.94,0.224,0.789,-0.596,1.381,0.117,-0.297
32.96,0.118,0.789,0.696,0.395,0.263,-0.178
32.98,0.12,0.986,0.199,0.691,0.175,-0.089
33,0.263,0.69,0.497,-0.098,0.088,-0.059
33.02,0.163,1.183,0.298,0.395,0.263,-0.089
33.04,0.181,0.592,0,0.79,0.146,0
33.06,0.181,0.493,0,0.592,0.117,0.178
33.08,0.306,-0.098,0.099,0.296,0.321,0.06
33.1,0.098,0.395,0.596,0.888,0.205,-0.208
33.12,0.23,0.099,0.497,0.987,0.175,0.06
33.14,0.261,0,0.596,0.296,0.263,-0.119
33.16,0.116,1.183,0.497,0.395,0.263,-0.327
33.18,0.157,1.578,-0.298,0.888,0.088,-0.089
33.2,0.173,1.282,-0.397,0.987,0.146,0
33.22,0.194,0.296,-0.298,1.283,0.146,-0.119
33.24,0.108,1.282,0.099,1.085,0.117,-0.119
33.26,0.116,0.69,-0.099,0.395,0.35,-0.089
33.28,0.326,0.296,0,0.395,0.175,0.03
33.3,0.138,0.69,0.696,0.494,0.175,-0.208
33.32,0.095,0.099,0.397,0.888,0.117,-0.148
33.34,0.106,0.099,0.596,0.494,0.205,-0.059
33.36,0.171,-0.098,0.696,0.592,0,0.119
33.38,0.24,0.197,0.596,0.296,0.292,0.089
33.4,0.138,0.888,0.298,0.395,0.263,0.06
33.42,0.153,0,0.894,0.691,0.263,-0.089
33.44,0.267,0.197,-0.199,0.198,0.205,-0.119
33.46,0.167,0,0.397,-0.296,-0.058,-0.119
33.48,0.071,0.493,0.298,0.395,0.117,-0.505
33.5,0.13,0.69,-0.199,0.888,0.117,0.03
33.52,0.095,0.493,-0.199,1.085,0,-0.297
33.54,0.059,0.888,0.298,0.79,0.205,0.03
33.56,0.13,0.592,0.596,0.494,0,0.03
33.58,0.075,0.395,0,0.592,0.059,0.06
33.6,0.108,-0.197,-0.199,0.691,0.059,-0.148
33.62,0.004,0.197,0.298,1.085,-0.204,-0.267
33.64,0.012,0.592,-0.099,0.691,0.263,-0.416
33.66,0.053,0.296,0.497,0.395,0.03,0.03
33.68,0.108,-0.098,0.298,0,0.059,0.119
33.7,-0.051,-0.098,0.497,0.296,0,0
33.72,0.055,0.197,0.099,0.691,0.146,-0.119
33.74,0.155,0.197,0.099,0.592,0.205,0.327
33.76,0.13,0.69,-0.199,0.888,0.088,-0.178
33.78,-0.009,0.296,0,0.198,-0.058,-0.297
33.8,1.041,0.69,-0.199,1.381,0.846,0.208
33.82,1.704,3.254,0.298,1.48,1.575,0.565
33.84,0.539,1.381,0.696,0.198,-0.437,0.654
33.86,-0.482,-0.887,0.994,0,0,0.535
33.88,0.04,1.775,0.199,0.691,0.321,0.06
33.9,-0.037,0.493,0.596,0.592,0.146,0.416
33.92,-0.307,-1.38,0.497,0.888,-0.466,0.476
33.94,-0.556,-0.493,-1.093,0.198,-0.32,-0.416
33.96,-0.101,1.578,-1.689,0.888,0.205,-0.624
33.98,-0.064,1.183,-0.397,1.283,0.03,-1.486
34,0.181,0.888,-0.894,1.875,0.671,-1.991
34.02,0.036,2.367,-0.695,0.494,0.35,-1.159
34.04,-0.356,-0.592,1.689,-0.493,-0.874,-0.267
34.06,-0.133,-2.268,2.583,-0.296,-0.641,0.594
34.08,0.079,-0.69,0,-0.296,-0.058,0.149
34.1,0.122,-0.197,-1.391,0.395,0.03,-0.178
34.12,0.134,1.282,-0.397,0.987,0.205,-0.119
34.14,-0.043,-0.197,1.49,0.79,-0.058,0.743
34.16,-0.129,-0.493,0.497,0.888,-0.145,0.594
34.18,-0.002,1.085,0.497,0.296,0,0.119
34.2,0.104,0.789,-0.099,0.592,0.321,-0.356
34.22,0.226,0.888,0.497,0.592,0.234,0.208
34.24,-0.123,0.197,0.596,0.395,-0.087,0.06
34.26,-0.109,0.296,0.596,-0.493,0,0.535
34.28,-0.005,0.986,0,0.691,0.205,0.238
34.3,0.308,0.197,-0.199,0.79,0.379,0.149
34.32,0.208,0.69,0.099,0.296,0.03,-0.267
34.34,-0.052,0.197,0.099,0.099,-0.145,-0.089
34.36,-0.09,0.197,0.199,-0.098,0,-0.059
34.38,0.136,0.197,0.497,0.198,0.088,-0.089
34.4,0.204,0.69,0.199,-0.098,0.059,-0.148
34.42,0.134,0.69,0.099,0.395,0.263,-0.059
34.44,-0.009,0.986,0.099,0.691,0.03,-0.03
34.46,-0.002,0.395,0,0.296,-0.029,-0.089
34.48,0.04,0.493,-0.199,0.592,0.205,-0.178
34.5,1.102,1.085,-1.093,0.691,1.837,0.416
34.52,1.19,2.071,-0.795,3.651,1.75,0.476
34.54,0.169,-0.592,0.596,-3.354,-0.058,1.1
34.56,-0.738,0,2.384,1.085,-0.379,0.684
34.58,-0.209,0,1.093,-0.296,0.146,-0.238
34.6,0.565,0.395,0.099,1.283,0.03,-0.594
34.62,-0.168,0.197,0.497,-0.789,-0.408,-1.396
34.64,-0.758,-0.887,0.696,-1.48,-1.02,-1.694
34.66,-0.637,1.085,-0.695,3.453,-0.466,-1.664
34.68,-0.092,0.888,-1.391,-4.834,0.263,-0.297
34.7,0.588,0.789,0.696,3.848,0.758,0.208
34.72,0.353,-0.592,0.894,-3.157,0.088,0.06
34.74,-0.278,-0.493,-0.397,3.157,-0.67,-0.119
34.76,-0.192,-1.183,-0.795,-3.453,-0.553,-0.594
34.78,-0.186,-0.986,-0.695,1.677,-0.233,-0.594
34.8,0.291,0.197,-0.099,-0.296,0.234,0.06
34.82,-0.015,-0.493,0.696,1.48,0.03,0
34.84,-0.162,-0.394,0.994,0.198,-0.32,0.386
34.86,-0.558,0,0.397,0.198,-0.262,0.06
34.88,-0.323,0.493,0.298,0.888,-0.058,0.208
34.9,-0.229,0.69,-0.099,-0.197,0.409,0.178
34.92,0.026,0,0.994,2.269,-0.058,0.476
34.94,-0.288,0.099,0.596,0.592,-0.174,0.505
34.96,-0.468,0,0.894,1.085,-0.058,0.327
34.98,-0.194,0.592,-0.199,-0.296,-0.349,0.06
35,-0.192,0.197,0.099,0.691,0,0.089
35.02,-0.154,0.197,-0.099,0.198,-0.116,-0.178
35.04,-0.105,0,0,0,-0.524,-0.327
35.06,-0.348,-0.197,-0.397,-0.789,-0.116,-0.148
35.08,-0.28,0,0.199,0.099,-0.087,-0.297
35.1,-0.137,0.099,0.199,0.395,-0.291,-0.148
35.12,-0.243,0.197,-0.894,-0.296,-0.116,-0.178
35.14,-0.129,-0.197,0.199,0.296,-0.553,0.119
35.16,-0.317,-0.197,0.397,0.296,-0.233,-0.208
35.18,-0.264,-0.69,0.497,0.296,0.059,0.119
35.2,-0.219,0.197,0,0.296,-0.174,-0.119
35.22,-0.149,0.197,-0.099,-0.493,-0.204,-0.208
35.24,-0.356,1.183,-0.199,0.198,-0.553,-0.089
35.26,-0.141,0.197,-0.497,0.296,-0.262,-0.356
35.28,-0.164,0.099,0.596,-0.098,-0.087,-0.089
35.3,-0.172,0,0,0,-0.233,-0.119
35.32,-0.192,0.789,0.696,0.888,0,0.089
35.34,-0.323,0.592,0,0.296,-0.437,0.06
35.36,-0.272,0,0.298,0.395,-0.233,-0.119
35.38,-0.247,0.296,0.298,-0.098,-0.408,0.06
35.4,-0.078,0.296,0.298,0.198,-0.233,-0.089
35.42,-0.166,0.197,0.298,-0.789,-0.204,0.268
35.44,-0.27,0.592,-0.497,-0.197,-0.233,0
35.46,-0.245,0.592,0.099,0.296,-0.408,-0.119
35.48,-0.301,1.183,-0.397,-0.098,-0.466,-0.089
35.5,-0.288,0.099,0.497,0.592,-0.145,0.06
35.52,-0.149,0.493,-0.199,0.198,-0.349,0.208
35.54,-0.129,0,0.894,-0.098,-0.087,-0.297
35.56,-0.164,0,0.199,0.296,-0.262,-0.119
35.58,-0.319,-1.085,0.497,0.395,-0.379,0
35.6,-0.27,0.197,0.397,-0.197,-0.466,0.238
35.62,-0.241,0.395,0,-0.789,-0.233,-0.059
35.64,-0.262,0.69,0.298,1.283,-0.233,0.06
35.66,-0.19,-0.296,0.099,0.099,-0.145,-0.297
35.68,-0.196,-0.197,-0.397,0.592,-0.145,-0.208
35.7,-0.16,-0.098,0.596,-0.789,-0.058,-0.148
35.72,-0.219,-0.493,-0.199,0.296,0,-0.208
35.74,-0.149,0.197,0.497,-0.493,-0.32,0
35.76,-0.162,-0.493,0.298,0.691,-0.058,0.149
35.78,-0.135,0.197,0.497,0.592,-0.145,-0.208
35.8,0.149,0.197,0,0.691,0,-0.089
35.82,-0.033,0.197,0.298,1.283,0.117,0
35.84,0.063,-0.197,0.099,0.494,0,0.208
35.86,0.051,0.395,0.397,0.296,0.205,0
35.88,-0.005,0.493,0.795,0.592,0,0.06
35.9,0.057,0.493,0,0.987,0.03,-0.089
35.92,0.159,0.493,-0.099,0.592,0.146,0.06
35.94,0.098,0.395,0.199,0.198,0.263,-0.208
35.96,0.053,0.395,0.298,0.888,-0.029,0
35.98,0.002,0.986,-0.497,0.691,0.059,-0.238
36,0.067,0.296,0.099,0.691,0.321,-0.267
36.02,0.202,0.493,0.298,0.79,-0.058,-0.089
36.04,0.232,-0.197,0.596,0.691,0.175,-0.059
36.06,0.063,0.197,0.397,0.296,0.205,0.238
36.08,0.03,0.69,-0.199,0.395,0.117,0.06
36.1,0.095,0.197,0.497,-0.296,0.321,0
36.12,0.204,0.789,-1.093,0.888,0.059,0
36.14,0.136,-0.493,0.397,0.888,0.263,0.268
36.16,0.026,0.789,0.298,0.691,-0.145,-0.356
36.18,0.042,0.69,0,0.592,0.175,-0.297
36.2,0.032,0.395,-0.298,0.395,0.117,-0.119
36.22,0.177,0.099,0,0.79,0.205,0.06
36.24,0.273,-0.493,0.298,0.198,0.263,-0.089
36.26,0.191,0.197,0,1.085,0.321,0
36.28,0.04,0.197,0.199,1.283,0.205,0.119
36.3,0.21,-0.592,0.696,0.592,0.263,-0.148
36.32,0.122,0,0.199,0.296,-0.029,0
36.34,0.285,0,0.497,-0.493,0.205,-0.208
36.36,0.249,-0.789,-0.099,0.395,0.146,-0.089
36.38,0.149,0,-0.397,1.48,0.263,-0.089
36.4,0.106,0.395,0.099,1.283,0.088,-0.356
36.42,0.112,0.592,-0.397,1.776,0.35,-0.178
36.44,0.228,0,0.298,0.79,0.438,-0.059
36.46,0.191,0.197,0.696,0.691,0.03,0
36.48,0.277,0,0.596,0.494,0.35,0.119
36.5,0.118,0.296,-0.099,0.592,0,-0.208
36.52,0.224,0.592,0.596,0.099,0.409,0
36.54,0.13,0.592,-0.497,1.579,0.088,0.03
36.56,0.212,1.183,0.397,0.395,0.379,0.03
36.58,0.181,0.69,-0.199,0.198,0.234,0
36.6,0.222,0.197,0.099,0.691,0.088,-0.119
36.62,0.171,0.493,0,0.395,0.234,-0.356
36.64,0.187,0,0.199,1.085,-0.029,-0.416
36.66,0.095,-0.296,-0.298,1.085,0.35,-0.416
36.68,0.095,-0.493,-0.199,1.184,0.175,-0.208
36.7,0.218,-0.69,0.397,0.79,0.379,-0.059
36.72,0.249,-0.197,0.397,0.296,0.263,-0.089
36.74,0.267,-0.296,0.497,0.691,0.117,0.06
36.76,0.142,0.197,0.199,0.296,0.146,-0.089
36.78,0.181,0,0.199,0.987,0.234,0.238
36.8,0.093,-0.098,0.099,0.592,0.088,-0.089
36.82,0.163,-0.197,0.696,0.592,0.205,0.119
36.84,0.253,0.69,0.298,0.198,0.234,0.268
36.86,0.157,0.986,0.298,0.494,0.409,0.119
36.88,0.165,0.888,-0.199,0.888,0,-0.089
36.9,0.216,1.183,-0.099,1.283,0.175,0.03
36.92,0.089,1.085,-0.894,1.579,0.205,-0.297
36.94,0.204,0.69,0.199,1.085,0.117,-0.267
36.96,0.181,0.592,0.099,0.592,0.379,-0.297
36.98,0.214,5.226,25.633,0.395,0.146,0.594
37,1.862,-16.763,-0.894,2.072,1.342,1.04
37.02,1.815,-15.087,9.438,0.987,1.225,1.545
37.04,-1.001,10.551,-18.479,-1.48,-1.865,1.308
37.06,-0.36,1.085,-22.751,0.592,0.146,-1.129
37.08,0.285,-11.044,-10.829,2.565,1.021,-2.02
37.1,-0.578,14.692,32.786,-1.874,-0.058,-0.98
37.12,0.653,-11.438,13.909,2.763,0.875,2.14
37.14,-0.015,0.986,-10.233,-2.269,-0.728,1.308
37.16,-0.874,6.903,-1.788,0,-0.816,-2.377
37.18,0.637,-6.409,-3.676,2.565,1.866,-2.971
37.2,0.9,1.381,2.086,1.875,0.963,-0.505
37.22,-0.203,3.451,2.186,-0.098,-0.349,0.654
37.24,0.259,-5.127,1.987,0.691,0.205,0.149
37.26,-0.16,1.381,-1.59,-0.296,-0.495,-1.218
37.28,0.189,1.775,-2.285,0.592,0.263,-1.188
37.3,0.449,-0.789,-0.199,0.987,0.817,-0.535
37.32,0.165,1.381,2.086,0.691,-0.087,0.802
37.34,-0.094,-0.394,0.099,0.888,0,0.684
37.36,0.083,-0.296,-0.298,0.592,-0.145,0.386
37.38,0.155,1.085,-0.099,0.198,0.409,-0.148
37.4,0.39,0.395,0.994,0.888,0.379,-0.059
37.42,0.245,0.592,1.093,0.296,0.205,0.476
37.44,0.179,-1.38,0.696,0.395,0.146,0.743
37.46,0.063,1.085,0.298,0.395,0.059,0.208
37.48,0.147,0.986,0,0.888,0.35,0.149
37.5,0.316,0.986,-0.099,0.296,0.35,0.208
37.52,0.271,0.197,0.397,0.691,0.205,0.386
37.54,0.098,-0.789,-0.199,-0.296,0.117,0.089
37.56,0.138,0.395,0.099,0.79,0.03,-0.208
37.58,-0.002,0.888,-0.993,0.494,0.175,-0.208
37.6,0.153,0.099,-0.795,1.085,0.263,-0.505
37.62,0.144,0.986,-0.695,-0.493,0.263,0.208
37.64,1.28,1.381,0.099,-11.444,2.624,0.892
37.66,1.488,4.24,0.397,0.592,0.788,1.248
37.68,-0.395,-1.38,0.099,11.543,-0.816,1.397
37.7,-0.062,1.381,0,-0.986,-0.553,-0.267
37.72,-0.239,2.268,-0.199,2.861,-0.758,-1.545
37.74,0.49,-0.887,0.099,-0.197,-0.874,-2.377
37.76,-0.437,1.578,0.596,-13.121,-0.437,-1.604
37.78,-0.46,-2.465,0.696,4.835,0.175,0.06
37.8,-0.209,0.395,-0.199,-2.861,-0.758,-0.148
37.82,0.157,0.69,0,2.269,0.35,0.06
37.84,0.545,1.085,1.292,-1.085,0.554,-0.089
37.86,0.208,0.493,-0.199,3.355,0.35,-0.475
37.88,-0.443,-1.775,-0.199,-2.368,-0.495,-0.564
37.9,-0.533,-1.972,0,1.184,-0.408,-0.535
37.92,0.053,0.197,0.298,0.395,0.234,-0.089
37.94,0.371,0.197,-0.199,1.283,0.525,0.149
37.96,-0.019,0.296,0.298,-0.197,-0.379,0.416
37.98,-0.472,0,0,0.494,-0.32,0.149
38,-0.644,0.099,0.298,-0.098,-0.67,0.178
38.02,-0.033,0.197,-0.199,0.691,0.03,0.06
38.04,0.151,0.296,0.199,0.395,0.292,0.416
38.06,0.04,0,0.596,0.691,0.059,0.476
38.08,-0.215,-0.296,0.298,-0.493,-0.262,0.327
38.1,-0.39,-0.197,0.199,0.099,-0.553,0
38.12,-0.092,-0.394,-0.695,0.592,0.088,-0.089
38.14,-0.037,0.197,0.199,1.48,0,-0.089
38.16,0.047,-1.085,0.894,1.085,-0.262,0.149
38.18,-0.321,-0.69,0.894,0.592,-0.32,0.208
38.2,-0.388,-0.296,0.199,0.592,-0.553,0.119
38.22,-0.237,0.69,-0.199,0.395,-0.058,-0.059
38.24,-0.013,0.197,0.298,0.592,0.146,-0.356
38.26,-0.002,0.493,-0.298,-0.197,-0.145,0.06
38.28,-0.243,-0.296,0.497,-0.789,-0.204,-0.446
38.3,-0.188,0,-0.199,0.099,-0.408,-0.356
38.32,-0.188,0.888,-0.199,0.198,0.088,-0.178
38.34,-0.076,0.197,0.497,1.283,0.175,-0.148
38.36,-0.094,0.197,0.696,0.79,-0.145,-0.208
38.38,-0.184,0.296,0.397,-0.493,-0.204,-0.238
38.4,-0.174,0.493,0,-1.085,-0.437,0.119
38.42,-0.348,0.789,-0.894,1.677,-0.349,-0.178
38.44,-0.019,0.197,-0.298,0.987,-0.174,0.327
38.46,-0.17,-0.493,0.099,0,-0.058,-0.059
38.48,-0.139,0.592,0.795,-0.394,-0.174,-0.297
38.5,-0.141,0.296,-0.298,0.296,-0.204,-0.208
38.52,-0.352,0.197,0.199,-0.296,-0.437,-0.416
38.54,-0.166,0.099,-0.298,0.79,-0.058,-0.208
38.56,-0.256,-0.296,0.099,-0.394,-0.087,-0.178
38.58,-0.147,0,-0.695,-0.296,-0.466,-0.03
38.6,-0.205,0,0.497,0.494,-0.145,0
38.62,-0.272,-0.098,0.298,1.381,-0.233,0.149
38.64,-0.182,-0.69,0.397,-0.197,-0.116,-0.208
38.66,-0.16,-0.69,0.497,-0.296,-0.204,0.149
38.68,-0.156,0.592,0.696,-0.296,-0.233,-0.03
38.7,-0.209,-0.592,0,-0.493,-0.204,-0.208
38.72,-0.256,0.395,0.298,0.691,-0.291,-0.208
38.74,-0.198,0.099,0.099,0.494,0.146,0.06
38.76,-0.156,1.183,0.298,0,-0.174,0.089
38.78,-0.119,0.395,-0.397,0.099,-0.233,0.268
38.8,-0.074,0.296,-0.099,0.296,-0.174,-0.089
38.82,-0.192,0.395,-0.397,-0.296,-0.262,-0.505
38.84,-0.078,0.099,0.099,0.494,0.088,-0.208
38.86,-0.18,0.493,-0.199,0.395,0,-0.178
38.88,-0.096,-0.69,-0.199,0.987,0.059,-0.03
38.9,-0.121,0,0.199,0.198,-0.291,-0.119
38.92,-0.06,0.296,-0.099,0.296,-0.204,-0.059
38.94,-0.188,1.183,0,-0.493,-0.204,-0.327
38.96,-0.182,0.592,-1.093,-0.493,-0.145,-0.475
38.98,-0.082,0.888,0.298,0.888,-0.145,-0.208
39,-0.088,0.296,-0.099,0.198,-0.116,-0.178
39.02,-0.147,-0.493,-0.397,2.171,0.146,0.03
39.04,-0.103,0.099,0.696,0,0.146,0
39.06,0.012,0.197,0.696,0,-0.058,0.297
39.08,-0.029,0.69,0.397,0.198,-0.174,0.149
39.1,-0.033,0.592,0,0.888,-0.058,-0.148
39.12,-0.101,0.69,0.497,0.888,0,0.208
39.14,0.204,0.197,-0.099,-0.493,0,0.03
39.16,-0.015,0.888,0,0.592,-0.116,-0.208
39.18,0.169,-0.69,-0.199,0.691,-0.116,-0.119
39.2,-0.039,-1.183,0.298,0.888,0.059,-0.178
39.22,0.067,-0.69,0.199,-0.197,0.35,-0.208
39.24,-0.003,-0.197,0.397,-0.098,0.088,-0.178
39.26,0.114,0.69,0.497,0.592,-0.233,-0.208
39.28,0.03,0.69,0.099,0.592,-0.029,0.03
39.3,-0.039,1.381,-0.695,0,0.059,0.03
39.32,0.138,0.986,0.298,0.79,0.35,-0.148
39.34,0.049,1.479,-0.695,0.296,-0.145,0.03
39.36,0.224,0.888,0.099,-0.098,0.205,0.149
39.38,0.108,1.183,0.199,0.198,0.03,0.149
39.4,0.022,0.592,-0.298,-0.098,-0.262,-0.267
39.42,-0.003,0.592,-0.199,1.085,0.088,-0.178
39.44,-0.074,0,-0.497,0.888,0.088,-0.267
39.46,0.149,0,0,-0.098,0.263,-0.208
39.48,0.216,0.789,0.696,1.085,0.146,-0.03
39.5,0.198,-0.69,0.199,0.592,0.205,0.268
39.52,0.053,0.493,0.894,-0.296,-0.087,0.06
39.54,0.067,0.197,-0.199,0.099,0,-0.148
39.56,0.257,0.789,0.397,-0.986,0.059,-0.089
39.58,0.085,1.282,0.298,0.987,0.263,-0.208
39.6,0.144,0,-0.298,1.283,0.088,0.06
39.62,0.147,0.395,-0.993,1.579,0.263,-0.208
39.64,0.253,0.099,0.497,0.888,0.175,0.119
39.66,0.247,0.789,0,0.395,0.379,0.089
39.68,0.091,0.493,-0.298,0.592,0.117,-0.178
39.7,0.343,1.085,-0.298,-0.296,0.146,-0.356
39.72,0.145,1.381,-0.298,0.987,0.379,-0.535
39.74,0.255,-0.296,0.298,0.888,0.379,-0.297
39.76,0.108,0.197,0.099,1.677,0.35,0.238
39.78,0.163,0,0.696,0.296,0.205,0
39.8,0.273,-0.197,-0.298,0.888,0.35,-0.267
39.82,0.33,-0.592,0.397,0.198,0.35,-0.148
39.84,0.277,0.197,-0.497,0,0.234,-0.119
39.86,0.185,0.197,0,0.395,0.409,-0.089
39.88,0.208,0,0.298,0.888,0.35,-0.119
39.9,0.277,0,0,0.395,0.379,0
39.92,0.416,0.493,-0.099,1.283,0.438,-0.148
39.94,0.222,0.395,0.596,0.592,0.234,0.119
39.96,0.377,1.676,0.397,0.592,0.438,0.268
39.98,0.32,0.69,0,0.888,0.146,0.119
40,0.39,1.183,-0.397,1.085,0.321,-0.059
40.02,0.428,0.69,-0.199,0.395,0.554,-0.208
40.04,0.445,0.69,-0.199,0,0.263,-0.03
40.06,0.253,0.888,-0.497,0,0.409,-0.119
40.08,0.408,0.888,-0.199,0.888,0.35,-0.059
40.1,0.281,0.888,0.696,0.395,0.263,-0.208
40.12,0.343,0.789,-0.298,0.987,0.263,0.06
40.14,0.375,0.69,0.298,-0.296,0.263,-0.208
40.16,0.294,0.789,0.099,0.198,0.409,0.03
40.18,0.243,0.493,0.099,1.579,0.263,0.03
40.2,0.177,0.099,0.298,1.579,0.234,-0.03
40.22,0.292,0.395,0,0.691,0.409,-0.059
40.24,0.467,0,0,1.283,0.35,-0.178
40.26,0.242,0.69,-0.099,1.283,0.35,-0.178
40.28,0.128,0.296,-0.099,1.776,0.263,-0.416
40.3,0.253,-0.592,0.696,0.494,0.467,-0.356
40.32,0.345,0,0.099,0.395,0.205,-0.238
40.34,0.424,-0.197,0.298,-0.493,0.409,-0.089
40.36,0.232,0.197,0.099,1.579,0.35,0.06
40.38,0.208,0.296,0.596,0.79,0.409,0.297
40.4,0.328,-0.197,0.099,0.395,0.554,0.178
40.42,0.463,1.085,-0.596,0.592,0.321,0.297
40.44,0.453,0.197,-0.695,0.395,0.321,-0.059
40.46,0.471,0.986,-0.199,1.677,0.584,-0.178
40.48,0.436,0.888,-0.497,0.888,0.671,-0.267
40.5,0.6,0.296,0,0.888,0.671,0.208
40.52,0.567,1.085,-0.298,1.085,0.758,-0.148
40.54,0.612,0.493,0.696,1.085,0.671,-0.089
40.56,0.61,0.197,0,1.283,0.584,-0.089
40.58,0.657,0.69,0.497,0.987,0.613,-0.089
40.6,0.586,0.69,0.298,1.283,0.554,0
40.62,0.704,0.197,-0.397,1.381,0.613,0.119
40.64,0.641,0.197,0.397,0.888,0.7,-0.148
40.66,0.724,0.789,0.298,1.283,0.613,0.208
40.68,0.702,1.282,0.497,0.987,0.7,0.119
40.7,0.647,1.479,0,1.184,0.671,0
40.72,0.824,2.071,0,0.198,0.817,-0.148
40.74,0.816,1.874,0.099,1.381,0.904,-0.03
40.76,0.902,2.071,-0.894,0.198,0.758,-0.178
40.78,0.865,1.381,0,1.973,0.613,-0.059
40.8,0.861,0.888,0.298,1.381,0.963,-0.059
40.82,0.957,0.986,0.596,1.579,1.021,0.208
40.84,0.904,1.085,0.199,1.579,0.963,-0.03
40.86,1.016,3.156,-0.894,0.592,0.992,0
40.88,0.953,2.367,0,1.184,1.021,0.03
40.9,1.049,1.381,0.497,0.592,0.875,-0.148
40.92,0.933,0.888,1.093,1.085,0.788,0
40.94,0.926,0.888,-0.695,1.579,0.875,0
40.96,0.959,0.789,0,2.072,0.992,-0.059
40.98,0.802,1.183,0.099,1.973,0.875,-0.03
41,0.965,0.888,0.596,1.875,0.992,-0.119
41.02,0.926,1.676,0.298,1.381,0.963,-0.059
41.04,0.871,1.578,0.497,1.283,0.992,0.06
41.06,0.929,0.888,-0.397,0.592,0.904,-0.148
41.08,0.929,1.381,0.099,0.79,0.817,0.03
41.1,0.812,0.592,-0.099,0.987,0.817,-0.059
41.12,0.935,1.085,-0.695,1.085,1.021,0.06
41.14,0.804,0.888,-0.695,0.592,0.817,-0.208
41.16,0.933,1.381,0.497,1.381,0.846,-0.059
41.18,0.837,0.986,-0.397,1.677,0.875,-0.416
41.2,0.826,0.986,0.099,1.973,1.021,-0.148
41.22,0.922,0.986,0,1.085,1.079,-0.178
41.24,0.871,0.888,-0.199,0.888,1.021,-0.059
41.26,0.971,0.789,0,1.283,1.05,-0.089
41.28,1.067,1.183,-0.199,1.184,1.079,0.119
41.3,0.824,1.381,0.298,1.677,0.904,0.119
41.32,0.929,0.296,0.497,1.085,0.904,0.03
41.34,1.008,0.789,0.497,1.579,0.992,0.297
41.36,0.92,0.986,0.298,1.085,0.846,0
41.38,0.996,0.888,-0.199,1.283,1.021,-0.059
41.4,1.096,1.578,-0.199,0.888,1.137,-0.089
41.42,0.943,1.479,0,0.79,1.021,-0.297
41.44,1.163,1.183,-0.298,1.283,0.933,0
41.46,0.99,1.578,-0.298,1.776,1.05,-0.297
41.48,0.949,1.183,0,1.776,1.05,-0.148
41.5,1.114,0.789,-0.298,1.085,1.05,0.03
41.52,0.892,0.789,0.199,1.283,0.963,-0.089
41.54,0.984,0.888,0,1.085,1.137,-0.089
41.56,0.912,1.183,0,1.776,1.05,-0.059
41.58,0.857,1.085,0.497,1.579,0.963,-0.267
41.6,1.09,0.986,0,1.579,0.904,0.208
41.62,0.763,0.69,-0.497,0.888,0.875,0.089
41.64,1.053,-0.098,-0.099,1.776,0.963,0.089
41.66,0.935,1.085,0.298,0.691,1.021,0.149
41.68,0.894,0.888,0.298,1.085,0.963,0.03
41.7,1.053,1.085,-0.199,0.987,1.05,0.06
41.72,0.89,1.085,0,0.888,1.167,-0.089
41.74,0.978,1.381,-0.199,1.776,0.904,-0.119
41.76,0.929,1.479,-0.497,1.579,0.963,0
41.78,0.877,1.381,0.099,1.184,0.875,-0.178
41.8,0.98,1.282,-0.199,1.283,0.875,-0.238
41.82,0.922,1.381,-0.397,0.888,0.933,-0.178
41.84,0.998,1.183,0,1.579,0.933,-0.178
41.86,0.986,1.874,-0.695,1.283,1.108,-0.148
41.88,1.049,0.592,0.596,1.184,0.875,-0.03
41.9,1.014,0.395,0.298,1.184,0.963,0.06
41.92,0.871,1.676,0,1.776,0.963,-0.148
41.94,1.029,1.282,-0.199,1.776,1.05,-0.148
41.96,0.928,1.183,-0.199,1.184,0.875,-0.297
41.98,1.112,0.493,-0.795,1.579,0.963,-0.148
42,1,1.874,0,1.48,0.992,-0.059
42.02,0.971,1.874,-0.596,1.283,0.817,-0.089
42.04,1.096,1.578,-0.199,1.48,1.079,-0.059
42.06,0.959,1.183,-0.199,1.973,1.021,0
42.08,0.984,1.578,0.397,1.579,0.875,0
42.1,0.977,0.296,-0.199,1.283,0.933,-0.089
42.12,1.024,1.578,0.696,1.085,0.963,-0.178
42.14,0.898,1.479,0,1.381,0.875,-0.238
42.16,0.975,1.578,0.397,0.592,0.963,0
42.18,0.994,2.268,-0.397,0.592,0.904,-0.208
42.2,1.016,1.381,0.099,1.283,1.079,0.119
42.22,0.912,1.578,-0.397,0.888,0.875,-0.089
42.24,0.957,1.874,-0.397,1.283,1.021,-0.089
