time,centroid_x,FRwheel_x,FRwheel_z,RRwheel_x,floor_x,floor_z
0,0.004,89.042,88.522,90.865,-27.696,-31.854
0.02,-0.082,89.14,88.422,91.259,-27.696,-31.973
0.04,0.02,89.042,88.422,91.161,-27.667,-31.824
0.06,-0.092,88.943,88.422,90.865,-27.696,-32.003
0.08,-0.007,88.943,88.82,91.161,-27.638,-31.884
0.1,-0.043,89.042,88.621,91.062,-27.726,-31.943
0.12,-0.066,89.042,88.522,91.259,-27.696,-31.914
0.14,-0.043,88.943,88.522,90.963,-27.667,-31.914
0.16,-0.101,89.042,88.422,91.062,-27.609,-31.973
0.18,0.026,89.042,88.621,91.259,-27.696,-31.795
0.2,-0.133,89.14,88.522,91.161,-27.755,-31.914
0.22,0.008,89.042,88.72,91.259,-27.696,-31.824
0.24,-0.047,89.042,88.422,91.062,-27.667,-32.003
0.26,-0.017,88.943,88.621,91.062,-27.667,-31.884
0.28,-0.058,89.042,88.621,90.963,-27.696,-31.914
0.3,-0.07,88.943,88.522,91.161,-27.696,-31.914
0.32,-0.023,88.943,88.621,91.062,-27.696,-31.795
0.34,-0.133,89.042,88.422,91.062,-27.609,-31.914
0.36,0.065,88.844,88.522,91.062,-27.609,-31.824
0.38,-0.082,88.844,88.422,91.161,-27.667,-32.032
0.4,0.006,89.042,88.422,91.161,-27.667,-31.824
0.42,-0.062,88.844,88.422,91.062,-27.755,-31.914
0.44,-0.019,88.844,88.522,91.062,-27.638,-31.943
0.46,-0.029,88.844,88.422,90.963,-27.638,-31.824
0.48,-0.092,89.042,88.422,91.161,-27.667,-31.914
0.5,0.03,88.844,88.621,91.062,-27.696,-31.824
0.52,-0.092,89.239,88.422,91.358,-27.696,-31.973
0.54,0.014,88.844,88.422,91.259,-27.667,-31.824
0.56,-0.047,88.943,88.422,91.062,-27.609,-32.003
0.58,0.008,89.042,88.621,91.062,-27.667,-31.884
0.6,-0.062,88.844,88.422,91.062,-27.726,-31.914
0.62,-0.039,89.042,88.422,91.161,-27.609,-31.824
0.64,-0.013,88.943,88.422,91.062,-27.609,-31.914
0.66,-0.074,88.943,88.422,91.062,-27.696,-31.943
0.68,0.008,89.042,88.621,91.062,-27.667,-31.795
0.7,-0.084,88.844,88.422,91.161,-27.696,-31.973
0.72,0.04,89.042,88.422,91.062,-27.609,-31.795
0.74,-0.078,88.943,88.224,91.062,-27.755,-31.914
0.76,0.012,88.943,88.621,91.161,-27.696,-31.795
0.78,-0.041,89.042,88.323,91.062,-27.667,-31.973
0.8,-0.033,89.042,88.422,91.259,-27.667,-31.914
0.82,-0.023,89.042,88.422,91.062,-27.696,-31.884
0.84,-0.096,89.042,88.522,91.062,-27.667,-31.914
0.86,0.044,88.844,88.422,91.161,-27.696,-31.884
0.88,-0.115,88.943,88.422,91.161,-27.638,-31.884
0.9,0.024,89.042,88.422,91.062,-27.638,-31.884
0.92,-0.064,88.943,88.323,91.062,-27.609,-31.973
0.94,-0.009,89.042,88.621,91.062,-27.667,-31.824
0.96,-0.052,88.844,88.621,90.865,-27.638,-31.884
0.98,-0.023,89.042,88.224,91.161,-27.551,-31.914
1,-0.013,88.647,88.522,90.865,-27.696,-31.824
1.02,-0.111,88.844,88.422,90.963,-27.667,-31.914
1.04,0.03,88.844,88.422,91.161,-27.667,-31.854
1.06,-0.076,89.042,88.522,91.062,-27.609,-31.973
1.08,0.02,88.746,88.522,90.963,-27.755,-31.824
1.1,-0.06,88.746,88.422,91.259,-27.609,-31.914
1.12,-0.009,89.042,88.522,91.161,-27.696,-31.824
1.14,-0.033,89.042,88.422,90.963,-27.696,-31.824
1.16,-0.064,88.943,88.621,91.062,-27.638,-31.914
1.18,0.01,88.943,88.422,91.062,-27.696,-31.914
1.2,-0.078,88.844,88.323,91.259,-27.609,-31.973
1.22,0.018,88.943,88.621,90.865,-27.667,-31.765
1.24,-0.072,88.844,88.224,91.062,-27.667,-31.973
1.26,0.034,89.042,88.422,91.062,-27.609,-31.884
1.28,-0.054,88.844,88.422,90.865,-27.638,-31.914
1.3,-0.019,89.042,88.522,91.259,-27.696,-31.884
1.32,-0.023,88.844,88.224,90.865,-27.726,-31.943
1.34,-0.074,88.943,88.422,91.161,-27.638,-31.824
1.36,0.002,88.844,88.522,91.062,-27.726,-31.854
1.38,-0.094,88.943,88.422,91.161,-27.667,-31.943
1.4,0.04,88.844,88.422,91.062,-27.667,-31.854
1.42,-0.105,88.844,88.323,90.865,-27.667,-31.973
1.44,0.02,89.042,88.422,91.062,-27.696,-31.824
1.46,-0.047,88.844,88.522,90.963,-27.696,-31.973
1.48,-0.015,89.042,88.522,91.161,-27.609,-31.914
1.5,-0.019,88.943,88.522,91.062,-27.638,-31.884
1.52,-0.07,89.042,88.422,91.062,-27.696,-31.914
1.54,0.012,89.042,88.522,90.963,-27.696,-31.824
1.56,-0.127,88.844,88.522,91.062,-27.638,-31.973
1.58,0.053,89.042,88.422,91.161,-27.609,-31.765
1.6,-0.054,89.042,88.422,91.161,-27.696,-31.914
1.62,-0.031,88.943,88.522,91.062,-27.726,-31.824
1.64,-0.076,89.042,88.422,90.963,-27.726,-31.824
1.66,0.002,89.042,88.422,90.865,-27.58,-31.973
1.68,0.002,88.943,88.522,91.062,-27.667,-31.914
1.7,-0.096,89.042,88.422,91.062,-27.696,-31.914
1.72,0.053,88.943,88.422,91.062,-27.696,-31.854
1.74,-0.058,88.844,88.422,91.161,-27.667,-32.003
1.76,0.028,88.746,88.422,91.062,-27.696,-31.854
1.78,-0.043,88.943,88.422,91.062,-27.638,-31.914
1.8,-0.005,88.943,88.422,90.963,-27.696,-31.824
1.82,-0.049,88.844,88.522,91.062,-27.696,-31.884
1.84,-0.096,89.14,88.422,91.062,-27.696,-31.884
1.86,0.002,88.844,88.422,90.963,-27.696,-31.914
1.88,-0.115,89.042,88.422,91.161,-27.696,-32.003
1.9,0.004,88.943,88.522,91.161,-27.696,-31.824
1.92,-0.082,88.943,88.422,91.062,-27.638,-31.973
1.94,0.044,88.844,88.422,91.062,-27.667,-31.824
1.96,-0.027,88.844,88.522,91.062,-27.696,-31.854
1.98,-0.015,89.042,88.522,91.062,-27.638,-31.854
2,0.018,88.943,88.422,90.963,-27.638,-31.914
2.02,-0.051,88.943,88.522,91.062,-27.609,-31.914
2.04,0.067,89.042,88.621,91.259,-27.638,-31.854
2.06,-0.084,89.042,88.224,91.062,-27.667,-31.973
2.08,0.032,89.042,88.621,91.062,-27.696,-31.824
2.1,-0.078,88.844,88.422,90.865,-27.726,-31.914
2.12,-0.002,88.943,88.82,91.062,-27.726,-31.795
2.14,-0.06,88.844,88.422,90.963,-27.638,-31.973
2.16,-0.062,88.844,88.621,91.161,-27.638,-31.854
2.18,-0.047,88.844,88.323,90.963,-27.696,-31.854
2.2,-0.143,88.844,88.422,90.963,-27.696,-31.943
2.22,-0.003,88.943,88.72,91.062,-27.696,-31.824
2.24,-0.156,88.943,88.323,90.963,-27.726,-32.003
2.26,-0.005,88.844,88.522,91.062,-27.609,-31.884
2.28,-0.064,88.844,88.224,90.865,-27.667,-31.943
2.3,-0.033,89.042,88.422,90.963,-27.638,-31.824
2.32,-0.033,88.647,88.422,91.062,-27.667,-31.914
2.34,-0.033,89.14,88.422,91.161,-27.609,-31.914
2.36,0.049,89.042,88.422,90.963,-27.667,-31.824
2.38,-0.078,89.042,88.422,90.963,-27.638,-31.914
2.4,0.081,88.844,88.422,91.062,-27.667,-31.884
2.42,-0.033,89.042,88.224,91.062,-27.609,-32.032
2.44,0.049,89.042,88.621,90.963,-27.58,-31.824
2.46,-0.037,88.943,88.522,91.062,-27.696,-31.824
2.48,-0.013,89.042,88.224,91.062,-27.609,-31.943
2.5,-0.037,88.943,88.422,91.062,-27.696,-31.824
2.52,-0.113,89.042,88.522,91.062,-27.696,-31.884
2.54,-0.003,88.943,88.72,91.259,-27.696,-31.765
2.56,-0.135,89.042,88.224,91.062,-27.696,-32.003
2.58,-0.003,88.844,88.621,91.062,-27.667,-31.824
2.6,-0.08,88.844,88.422,91.161,-27.696,-31.973
2.62,-0.009,89.042,88.522,91.161,-27.609,-31.854
2.64,-0.043,89.042,88.422,91.062,-27.609,-31.884
2.66,-0.051,88.844,88.621,91.062,-27.696,-31.884
2.68,0.022,88.844,88.522,90.865,-27.667,-31.884
2.7,-0.066,88.943,88.621,91.062,-27.609,-31.943
2.72,0.036,88.943,88.621,90.963,-27.696,-31.824
2.74,-0.072,89.042,88.422,91.062,-27.638,-32.032
2.76,0.038,88.746,88.522,91.259,-27.551,-31.884
2.78,-0.054,88.844,88.323,91.161,-27.696,-31.943
2.8,-0.015,89.042,88.522,91.062,-27.609,-31.914
2.82,-0.019,88.844,88.422,91.062,-27.667,-31.914
2.84,-0.051,89.042,88.522,91.259,-27.667,-31.884
2.86,-0.009,88.943,88.522,90.963,-27.696,-31.824
2.88,-0.109,88.943,88.224,91.062,-27.609,-31.824
2.9,0.053,89.042,88.422,91.062,-27.638,-31.824
2.92,-0.109,89.042,88.323,91.161,-27.696,-31.943
2.94,0.012,88.746,88.522,91.062,-27.755,-31.795
2.96,-0.052,88.844,88.224,90.963,-27.696,-31.973
2.98,-0.007,89.14,88.522,91.161,-27.726,-31.854
3,-0.056,88.943,88.621,91.062,-27.755,-31.884
3.02,-0.037,88.943,88.422,91.161,-27.667,-31.914
3.04,0.02,88.943,88.522,91.062,-27.638,-31.884
3.06,-0.101,89.042,88.422,91.062,-27.696,-31.914
3.08,0.044,88.844,88.522,91.062,-27.638,-31.884
3.1,-0.043,88.844,88.323,91.259,-27.609,-32.003
3.12,0.006,88.943,88.522,90.865,-27.696,-31.824
3.14,-0.068,88.844,88.422,90.865,-27.696,-31.943
3.16,-0.013,88.844,88.422,90.865,-27.638,-31.854
3.18,-0.033,88.844,88.422,91.161,-27.638,-31.824
3.2,-0.082,89.042,88.522,91.062,-27.696,-31.884
3.22,-0.002,89.042,88.522,91.062,-27.667,-31.914
3.24,-0.082,89.042,88.422,91.062,-27.696,-31.943
3.26,0.022,88.943,88.522,91.062,-27.696,-31.824
3.28,-0.082,89.042,88.422,91.062,-27.696,-31.914
3.3,0.022,88.844,88.621,91.062,-27.667,-31.884
3.32,-0.031,88.844,88.522,91.062,-27.755,-32.003
3.34,-0.031,88.844,88.422,90.963,-27.638,-31.824
3.36,0.004,88.943,88.422,91.062,-27.667,-31.884
3.38,-0.06,88.943,88.422,91.161,-27.609,-31.973
3.4,0.012,89.042,88.522,91.259,-27.755,-31.765
3.42,-0.105,88.943,88.422,91.062,-27.696,-31.973
3.44,0.036,88.943,88.621,91.161,-27.638,-31.795
3.46,-0.096,88.746,88.422,91.062,-27.755,-31.943
3.48,0.004,88.943,88.422,91.062,-27.638,-31.914
3.5,-0.051,89.042,88.422,91.062,-27.638,-31.943
3.52,-0.051,89.042,88.422,91.062,-27.667,-31.854
3.54,-0.037,88.943,88.522,90.963,-27.696,-31.884
3.56,-0.08,88.943,88.422,91.062,-27.638,-31.914
3.58,0.04,89.042,88.422,91.062,-27.638,-31.824
3.6,-0.125,89.042,88.522,90.963,-27.667,-32.062
3.62,0.024,88.943,88.522,90.963,-27.609,-31.824
3.64,-0.037,89.042,88.422,90.963,-27.667,-32.003
3.66,0.008,88.943,88.422,91.259,-27.696,-31.824
3.68,-0.041,88.844,88.422,90.865,-27.696,-31.854
3.7,-0.043,89.042,88.522,91.062,-27.609,-31.914
3.72,-0.019,88.943,88.422,90.963,-27.696,-31.824
3.74,-0.127,88.943,88.323,90.963,-27.667,-31.854
3.76,0.042,88.844,88.422,90.865,-27.726,-31.824
3.78,-0.06,88.844,88.422,91.161,-27.609,-31.973
3.8,-0.003,88.943,88.621,91.062,-27.667,-31.824
3.82,-0.064,88.844,88.422,91.062,-27.696,-31.914
3.84,-0.005,88.844,88.422,91.161,-27.638,-31.854
3.86,-0.015,88.943,88.323,90.865,-27.696,-31.765
3.88,-0.082,89.042,88.522,91.161,-27.667,-31.943
3.9,0.04,89.042,88.422,91.161,-27.726,-31.854
3.92,-0.092,88.943,88.422,91.062,-27.638,-31.973
3.94,0.024,88.844,88.422,91.062,-27.638,-31.824
3.96,-0.049,88.746,88.224,90.865,-27.696,-31.914
3.98,0.012,89.042,88.621,91.259,-27.609,-31.884
4,-0.031,88.943,88.422,90.963,-27.667,-31.884
4.02,-0.058,89.042,88.522,91.062,-27.609,-31.914
4.04,0.006,88.844,88.522,91.062,-27.696,-31.884
4.06,-0.06,89.042,88.422,91.062,-27.609,-31.973
4.08,0.059,89.042,88.422,91.161,-27.609,-31.824
4.1,-0.068,88.943,88.422,91.062,-27.696,-32.032
4.12,0.049,88.844,88.621,91.062,-27.638,-31.854
4.14,-0.019,89.042,88.422,90.963,-27.609,-31.973
4.16,0.012,88.844,88.72,90.963,-27.609,-31.884
4.18,-0.005,88.844,88.224,90.865,-27.667,-31.973
4.2,-0.033,88.647,88.422,91.161,-27.638,-31.914
4.22,0.008,88.844,88.422,91.062,-27.667,-31.914
4.24,-0.103,88.844,88.422,90.963,-27.667,-32.003
4.26,0.057,88.943,88.522,91.259,-27.551,-31.824
4.28,-0.119,89.14,88.422,90.963,-27.726,-31.973
4.3,-0.005,89.042,88.621,91.161,-27.696,-31.824
4.32,-0.072,89.042,88.422,90.865,-27.609,-31.973
4.34,-0.043,89.042,88.422,91.062,-27.609,-31.824
4.36,-0.062,88.844,88.422,91.062,-27.609,-31.914
4.38,-0.078,89.042,88.323,91.062,-27.638,-31.943
4.4,0.036,88.943,88.422,91.062,-27.609,-31.914
4.42,-0.123,88.943,88.422,91.062,-27.667,-31.943
4.44,0.046,88.746,88.82,91.161,-27.609,-31.795
4.46,-0.033,88.844,88.224,91.062,-27.58,-32.032
4.48,0.004,89.042,88.522,90.963,-27.696,-31.854
4.5,-0.043,89.042,88.621,91.161,-27.726,-31.854
4.52,-0.019,89.042,88.422,90.963,-27.638,-31.884
4.54,0.004,89.042,88.621,90.963,-27.609,-31.854
4.56,-0.082,89.042,88.422,91.062,-27.609,-31.914
4.58,0.044,88.844,88.422,91.161,-27.667,-31.824
4.6,-0.086,88.844,88.323,90.963,-27.667,-31.973
4.62,0.044,88.943,88.621,91.062,-27.638,-31.824
4.64,-0.033,89.042,88.621,91.062,-27.609,-31.914
4.66,-0.025,88.844,88.422,91.062,-27.609,-31.914
4.68,-0.015,89.042,88.522,91.062,-27.726,-31.795
4.7,-0.096,89.042,88.422,90.865,-27.696,-31.914
4.72,0.022,88.844,88.522,91.161,-27.696,-31.854
4.74,-0.101,89.042,88.621,91.062,-27.609,-31.973
4.76,0.038,88.943,88.522,91.062,-27.638,-31.854
4.78,-0.074,88.943,88.422,91.062,-27.726,-31.973
4.8,-0.002,88.943,88.522,91.161,-27.609,-31.914
4.82,-0.027,88.943,88.224,90.963,-27.667,-31.914
4.84,-0.015,89.042,88.621,91.062,-27.609,-31.914
4.86,0.012,88.844,88.323,90.865,-27.696,-31.884
4.88,-0.049,88.943,88.422,91.062,-27.667,-31.973
4.9,0.04,88.844,88.522,91.062,-27.696,-31.854
4.92,-0.088,89.042,88.422,91.259,-27.696,-31.914
4.94,0.036,88.943,88.621,90.963,-27.638,-31.914
4.96,-0.062,88.943,88.422,91.062,-27.667,-31.914
4.98,-0.002,88.844,88.621,90.963,-27.638,-31.824
5,-0.029,89.042,88.422,91.062,-27.696,-31.973
5.02,-0.021,89.042,88.522,91.062,-27.696,-31.884
5.04,-0.025,88.844,88.422,90.963,-27.667,-31.914
5.06,-0.082,89.14,88.323,91.062,-27.696,-32.003
5.08,0.073,88.943,88.522,91.062,-27.667,-31.824
5.1,-0.103,89.042,88.422,91.062,-27.696,-31.973
5.12,0.034,88.844,88.422,91.062,-27.696,-31.795
5.14,-0.025,89.239,88.422,90.963,-27.638,-31.973
5.16,-0.005,88.943,88.621,91.062,-27.696,-31.824
5.18,-0.039,89.042,88.422,91.062,-27.667,-31.854
5.2,-0.058,88.943,88.224,90.963,-27.696,-31.973
5.22,0.006,89.14,88.522,91.062,-27.667,-31.884
5.24,-0.129,88.943,88.522,91.062,-27.696,-31.854
5.26,0.053,88.844,88.621,91.062,-27.638,-31.824
5.28,-0.072,88.943,88.422,91.259,-27.667,-32.003
5.3,0.008,88.943,88.522,90.963,-27.726,-31.824
5.32,-0.056,88.844,88.422,90.963,-27.609,-31.914
5.34,-0.015,89.14,88.422,91.062,-27.638,-31.914
5.36,0.002,88.746,88.422,91.062,-27.696,-31.914
5.38,-0.086,88.844,88.422,91.161,-27.638,-31.973
5.4,0.042,89.042,88.422,90.963,-27.638,-31.824
5.42,-0.082,88.844,88.522,91.062,-27.696,-31.973
5.44,0.038,88.943,88.621,91.259,-27.609,-31.824
5.46,-0.037,88.844,88.422,90.963,-27.609,-31.914
5.48,0.014,88.943,88.522,91.062,-27.667,-31.884
5.5,-0.027,89.14,88.522,90.865,-27.696,-31.884
5.52,-0.06,88.844,88.422,91.062,-27.667,-31.914
5.54,0.038,88.844,88.522,91.062,-27.638,-31.914
5.56,-0.07,88.844,88.522,91.062,-27.58,-31.973
5.58,0.049,88.844,88.422,90.963,-27.609,-31.824
5.6,-0.064,88.943,88.422,91.062,-27.696,-31.943
5.62,0.032,88.943,88.621,91.062,-27.638,-31.824
5.64,-0.049,88.844,88.422,91.062,-27.638,-31.914
5.66,-0.007,88.844,88.72,91.161,-27.638,-31.824
5.68,-0.033,88.943,88.224,90.963,-27.609,-31.914
5.7,-0.074,88.943,88.621,91.062,-27.609,-31.884
5.72,0.004,89.042,88.621,91.062,-27.726,-31.854
5.74,-0.113,88.943,88.422,91.062,-27.638,-31.914
5.76,0.065,88.844,88.621,91.161,-27.609,-31.795
5.78,-0.076,88.943,88.323,91.062,-27.696,-31.914
5.8,0.014,89.042,88.72,91.062,-27.667,-31.824
5.82,-0.017,88.943,88.422,91.062,-27.609,-31.973
5.84,-0.023,89.042,88.621,91.062,-27.609,-31.824
5.86,-0.029,89.042,88.621,90.963,-27.696,-31.824
5.88,-0.082,88.943,88.323,91.062,-27.667,-31.943
5.9,0.026,89.042,88.621,91.062,-27.667,-31.795
5.92,-0.137,88.943,88.323,90.963,-27.609,-31.973
5.94,0.042,89.042,88.422,91.062,-27.609,-31.824
5.96,-0.033,88.943,88.522,91.062,-27.696,-31.973
5.98,-0.023,88.943,88.422,91.062,-27.696,-31.824
6,-0.027,88.844,88.422,90.963,-27.667,-31.884
6.02,-0.049,89.042,88.323,91.062,-27.667,-31.914
6.04,0.044,89.042,88.621,91.062,-27.609,-31.884
6.06,-0.088,89.042,88.621,91.062,-27.696,-32.032
6.08,0.071,88.844,88.422,90.963,-27.58,-31.824
6.1,-0.064,89.042,88.224,91.062,-27.696,-31.973
6.12,-0.011,89.042,88.82,91.062,-27.638,-31.854
6.14,-0.064,88.844,88.522,91.062,-27.696,-31.824
6.16,-0.062,88.943,88.621,91.062,-27.726,-31.914
6.18,-0.045,88.943,88.621,91.161,-27.667,-31.824
6.2,-0.147,88.844,88.323,90.865,-27.696,-31.854
6.22,0.012,88.844,88.422,91.259,-27.696,-31.884
6.24,-0.101,88.844,88.422,90.963,-27.667,-31.973
6.26,0.03,89.042,88.621,91.161,-27.609,-31.824
6.28,-0.019,88.943,88.422,90.963,-27.609,-31.914
6.3,0.046,89.239,88.422,91.062,-27.551,-31.973
6.32,0.018,89.042,88.422,91.161,-27.609,-31.824
6.34,-0.005,89.042,88.522,90.963,-27.638,-31.914
6.36,0.047,88.943,88.422,91.259,-27.667,-31.854
6.38,-0.068,88.943,88.422,91.259,-27.609,-31.973
6.4,0.03,88.943,88.522,90.865,-27.696,-31.765
6.42,-0.088,88.746,88.422,91.161,-27.726,-31.973
6.44,-0.009,89.042,88.621,91.161,-27.696,-31.824
6.46,-0.062,88.844,88.422,91.062,-27.726,-31.884
6.48,-0.041,88.943,88.621,91.259,-27.638,-31.884
6.5,-0.033,88.844,88.422,91.062,-27.696,-31.943
6.52,-0.07,89.042,88.422,91.161,-27.696,-31.943
6.54,0.018,88.844,88.522,91.062,-27.638,-31.795
6.56,-0.098,89.042,88.422,90.963,-27.609,-32.032
6.58,0.057,88.943,88.72,91.062,-27.609,-31.884
6.6,-0.064,89.042,88.323,90.963,-27.667,-31.884
6.62,-0.003,89.042,88.522,91.062,-27.609,-31.824
6.64,-0.019,89.042,88.422,90.963,-27.609,-31.943
6.66,-0.037,89.042,88.422,90.963,-27.609,-31.914
6.68,0.016,88.844,88.422,91.062,-27.609,-31.884
6.7,-0.092,88.943,88.224,91.062,-27.609,-32.003
6.72,0.049,88.943,88.522,91.062,-27.667,-31.914
6.74,-0.078,88.844,88.422,91.161,-27.609,-32.003
6.76,0.03,88.844,88.422,91.062,-27.667,-31.824
6.78,-0.031,88.943,88.323,90.865,-27.638,-31.914
6.8,-0.06,89.042,88.422,91.062,-27.667,-31.854
6.82,-0.023,88.844,88.522,90.963,-27.726,-31.824
6.84,-0.098,88.844,88.224,91.062,-27.696,-31.943
6.86,0.042,88.943,88.621,90.865,-27.696,-31.884
6.88,-0.119,88.943,88.422,90.963,-27.726,-31.943
6.9,0.024,89.042,88.72,91.161,-27.726,-31.765
6.92,-0.056,89.042,88.422,91.062,-27.696,-31.914
6.94,0.006,88.943,88.422,91.062,-27.638,-31.824
6.96,-0.019,88.943,88.621,90.963,-27.667,-31.884
6.98,-0.049,88.943,88.422,90.963,-27.609,-31.973
7,0.053,88.943,88.621,91.161,-27.667,-31.914
7.02,-0.113,89.042,88.522,91.259,-27.696,-31.973
7.04,0.069,88.943,88.522,91.062,-27.696,-31.824
7.06,-0.076,89.042,88.323,91.062,-27.638,-32.003
7.08,-0.017,88.943,88.422,91.062,-27.638,-31.824
7.1,-0.064,88.844,88.422,90.865,-27.755,-31.914
7.12,-0.037,88.844,88.323,90.963,-27.696,-31.914
7.14,-0.021,89.042,88.522,91.062,-27.726,-31.824
7.16,-0.1,89.042,88.621,90.963,-27.696,-31.914
7.18,0.022,88.844,88.422,91.062,-27.696,-31.884
7.2,-0.084,88.943,88.224,91.062,-27.609,-31.973
7.22,0.012,88.844,88.422,91.062,-27.667,-31.765
7.24,-0.045,88.844,88.323,91.062,-27.667,-31.943
7.26,0.036,89.042,88.621,91.062,-27.696,-31.943
7.28,-0.009,88.943,88.422,90.865,-27.696,-31.914
7.3,-0.054,88.844,88.621,91.062,-27.609,-31.914
7.32,0.004,88.844,88.422,91.062,-27.696,-31.824
7.34,-0.064,89.042,88.522,91.259,-27.667,-31.973
7.36,0.022,88.943,88.621,90.865,-27.667,-31.854
7.38,-0.076,89.042,88.422,91.062,-27.638,-31.914
7.4,0.036,88.943,88.422,91.062,-27.696,-31.824
7.42,-0.043,89.042,88.422,91.062,-27.696,-31.973
7.44,-0.039,89.042,88.522,90.865,-27.667,-31.824
7.46,-0.011,88.844,88.224,91.062,-27.696,-31.854
7.48,-0.068,88.943,88.522,91.161,-27.609,-31.914
7.5,0.022,88.844,88.621,90.963,-27.609,-31.824
7.52,-0.092,89.042,88.422,91.062,-27.638,-31.943
7.54,0.051,89.14,88.621,91.259,-27.696,-31.824
7.56,-0.064,88.844,88.224,91.062,-27.609,-31.943
7.58,0.006,88.943,88.422,91.062,-27.609,-31.854
7.6,-0.037,89.042,88.422,90.963,-27.609,-31.943
7.62,-0.043,89.042,88.621,91.062,-27.609,-31.914
7.64,-0.017,89.042,88.422,90.963,-27.696,-31.795
7.66,-0.101,89.042,88.323,91.062,-27.609,-31.973
7.68,0.053,88.943,88.621,90.963,-27.667,-31.824
7.7,-0.125,88.844,88.224,91.062,-27.667,-31.943
7.72,0.016,89.042,88.72,90.963,-27.638,-31.795
7.74,-0.039,88.943,88.422,91.161,-27.696,-31.973
7.76,-0.017,88.943,88.522,91.161,-27.667,-31.854
7.78,-0.045,88.647,88.422,90.865,-27.696,-31.854
7.8,-0.068,89.042,88.323,91.062,-27.667,-31.914
7.82,0.022,88.647,88.621,91.062,-27.638,-31.884
7.84,-0.125,89.042,88.422,90.865,-27.696,-31.914
7.86,0.051,88.943,88.522,90.865,-27.667,-31.884
7.88,-0.051,88.943,88.422,91.062,-27.696,-31.914
7.9,-0.009,88.943,88.422,91.259,-27.638,-31.824
7.92,-0.051,88.844,88.522,91.062,-27.638,-31.795
7.94,-0.023,88.943,88.422,91.062,-27.609,-31.914
7.96,0.014,88.844,88.422,91.062,-27.609,-31.824
7.98,-0.113,88.844,88.323,91.062,-27.667,-31.943
8,0.046,88.844,88.522,91.062,-27.696,-31.824
8.02,-0.076,89.042,88.422,90.963,-27.609,-32.003
8.04,0.012,88.844,88.621,90.865,-27.696,-31.914
8.06,-0.051,88.943,88.621,91.062,-27.696,-31.795
8.08,-0.021,89.042,88.422,90.963,-27.609,-31.914
8.1,0.002,88.844,88.422,91.062,-27.667,-31.795
8.12,-0.1,89.042,88.422,91.062,-27.667,-31.973
8.14,0.042,88.647,88.422,91.062,-27.609,-31.824
8.16,-0.09,89.042,88.224,91.062,-27.696,-31.973
8.18,0.022,88.943,88.621,91.062,-27.667,-31.824
8.2,-0.062,89.042,88.422,90.963,-27.609,-31.795
8.22,-0.025,89.042,88.422,91.259,-27.609,-31.884
8.24,-0.019,88.844,88.422,90.963,-27.667,-31.884
8.26,-0.074,88.943,88.422,91.161,-27.609,-31.914
8.28,0.036,88.647,88.422,91.161,-27.696,-31.854
8.3,-0.082,89.042,88.323,91.062,-27.667,-31.943
8.32,0.044,88.943,88.522,91.062,-27.638,-31.824
8.34,-0.066,89.042,88.422,91.062,-27.726,-31.914
8.36,0.01,88.844,88.522,91.062,-27.58,-31.824
8.38,-0.013,88.844,88.522,91.259,-27.726,-31.824
8.4,-0.07,88.943,88.621,91.161,-27.696,-31.914
8.42,-0.015,89.042,88.422,90.963,-27.667,-31.824
8.44,-0.076,89.042,88.422,91.062,-27.609,-31.914
8.46,0.042,88.844,88.621,91.062,-27.667,-31.824
8.48,-0.107,88.844,88.422,91.161,-27.726,-31.973
8.5,0.034,89.042,88.621,90.963,-27.609,-31.884
8.52,-0.052,89.042,88.422,91.062,-27.696,-31.973
8.54,-0.021,89.042,88.621,91.062,-27.696,-31.824
8.56,-0.009,88.943,88.323,90.865,-27.696,-31.824
8.58,-0.023,89.042,88.422,90.963,-27.609,-31.884
8.6,0.004,88.647,88.522,91.062,-27.726,-31.824
8.62,-0.098,88.943,88.422,91.062,-27.726,-31.943
8.64,0.083,89.042,88.72,91.062,-27.609,-31.824
8.66,-0.088,88.943,88.422,91.062,-27.696,-31.973
8.68,0.004,88.943,88.621,91.062,-27.609,-31.854
8.7,-0.035,89.042,88.422,91.062,-27.609,-31.914
8.72,-0.025,88.844,88.522,90.963,-27.667,-31.914
8.74,-0.031,89.042,88.621,91.062,-27.726,-31.824
8.76,-0.078,88.943,88.422,91.062,-27.696,-31.973
8.78,0.049,88.844,88.422,90.963,-27.667,-31.943
8.8,-0.115,89.042,88.621,91.062,-27.667,-31.973
8.82,0.036,89.042,88.422,91.161,-27.609,-31.824
8.84,-0.025,88.844,88.224,91.062,-27.638,-31.973
8.86,-0.002,88.943,88.422,91.161,-27.638,-31.824
8.88,-0.043,89.042,88.522,91.062,-27.696,-31.824
8.9,-0.045,89.042,88.422,91.062,-27.638,-31.973
8.92,0.036,88.844,88.422,91.062,-27.609,-31.824
8.94,-0.121,88.943,88.422,91.062,-27.696,-31.943
8.96,0.057,88.844,88.621,91.259,-27.696,-31.795
8.98,-0.064,89.042,88.422,91.062,-27.667,-32.003
9,0.006,88.844,88.522,91.062,-27.667,-31.824
9.02,-0.045,89.042,88.422,91.161,-27.696,-31.914
9.04,-0.031,89.042,88.422,91.062,-27.667,-31.854
9.06,0.006,88.844,88.422,90.963,-27.696,-31.914
9.08,-0.082,89.042,88.323,91.062,-27.609,-31.914
