time,centroid_x,centroid_y,FRwheel_x,FRwheel_z,RRwheel_x,floor_x,floor_z,velocity
56.96,0.112,0,0.592,-0.199,0.395,0.117,0.06,11.59
56.98,0.004,0.049,0.592,0,0.296,0.059,-0.148,11.59
57,0.061,-0.161,0.296,0.199,0.592,-0.204,0,11.53
57.02,0.04,-0.114,-0.296,-0.397,0.691,0.088,-0.297,11.53
57.04,0.112,-0.157,0.099,0.497,0.296,0.175,0.03,11.59
57.06,0.051,-0.226,0.69,-0.099,0.395,0,-0.148,11.59
57.08,0.069,-0.126,0,-0.497,0,0,-0.356,11.53
57.1,0.147,-0.124,-0.098,0.696,0,0.117,-0.178,11.53
57.12,0.057,-0.128,-0.197,0.199,0.198,0.059,0.208,11.59
57.14,-0.047,-0.102,0.099,0.696,1.184,0.205,-0.208,11.59
57.16,0.047,-0.053,0.197,0.298,0,0.059,0.119,11.53
57.18,0.147,-0.161,0.69,0.298,0.691,0.03,-0.089,11.53
57.2,-0.005,-0.112,1.183,0,0.395,0.059,0,11.53
57.22,0.098,-0.071,0,-0.497,0.296,-0.058,0.119,11.53
57.24,-0.009,0.106,0.395,-0.199,0.198,0.146,0.089,11.53
57.26,0.063,-0.102,0.493,-0.099,0.987,0.059,0.06,11.53
57.28,-0.066,-0.092,0.69,-0.099,-0.197,0.059,-0.356,11.53
57.3,0.085,-0.204,0.197,0.397,0.099,-0.029,-0.297,11.53
57.32,-0.011,-0.11,-0.394,0,0.099,-0.291,-0.119,11.53
57.34,0.008,-0.392,0.296,0.596,-0.098,0.321,-0.297,11.53
57.36,-0.056,-0.243,0.493,-1.093,0.395,-0.145,-0.059,11.59
57.38,0.008,-0.298,-0.296,0,0.494,0,0.238,11.59
57.4,-0.072,-0.138,0,0.099,0.592,-0.029,0,11.59
57.42,-0.078,-0.281,0.197,0.596,0.198,0.321,0.149,11.59
57.44,-0.002,-0.022,0.592,-0.695,0.395,-0.174,-0.089,11.59
57.46,0.002,-0.03,0.296,-0.099,0.79,0.059,-0.089,11.59
57.48,-0.133,0.029,0.099,-0.099,0.592,0.205,-0.178,11.59
57.5,-0.111,-0.014,0.493,0.298,0.296,-0.174,-0.327,11.59
57.52,-0.096,0.015,0.099,0.199,0.198,-0.058,0.06,11.59
57.54,-0.054,-0.157,0.296,0.696,0.888,-0.116,0.149,11.59
57.56,-0.074,-0.286,0.395,-0.099,0.198,-0.204,0,11.59
57.58,-0.186,-0.22,0.296,0,0.198,0,0.089,11.59
57.6,-0.137,-0.153,0.197,-0.099,0.099,-0.408,-0.178,11.64
57.62,-0.033,-0.239,0.099,0.497,0.691,0.059,-0.089,11.64
57.64,-0.123,-0.257,0.493,-0.397,0.395,-0.087,-0.208,11.64
57.66,-0.211,-0.171,-0.197,0.696,0.296,-0.058,-0.03,11.64
57.68,-0.111,-0.171,-0.197,0,0.296,-0.145,-0.297,11.7
57.7,-0.082,-0.232,-0.296,0.497,0.888,-0.116,0.03,11.7
57.72,-0.145,-0.298,-0.493,-0.099,0.592,-0.145,-0.089,11.7
57.74,-0.172,-0.171,-0.098,0.497,0.592,-0.204,-0.089,11.7
57.76,-0.192,-0.139,0,-0.397,0.691,-0.058,-0.208,11.76
57.78,-0.076,-0.151,0.69,0.795,0.592,-0.087,-0.03,11.76
57.8,-0.154,-0.29,-0.197,-0.497,0.395,0,-0.148,11.76
57.82,-0.176,-0.281,0.493,-0.397,0.691,-0.204,0,11.76
57.84,-0.221,-0.234,0.592,0,-0.197,-0.204,-0.475,11.76
57.86,-0.098,-0.304,0.395,-0.298,-0.098,-0.204,0.06,11.76
57.88,-0.121,-0.218,0.197,0,0,-0.058,-0.119,11.81
57.9,-0.115,-0.112,-0.592,0.497,0,-0.145,0.238,11.81
57.92,-0.117,-0.016,-0.69,0.199,0.198,-0.058,-0.208,11.81
57.94,-0.029,-0.112,-0.69,0.497,0.691,-0.058,0.03,11.81
57.96,-0.135,-0.212,0.099,0.298,1.381,-0.058,-0.089,11.81
57.98,-0.115,-0.196,-0.394,-0.596,0.691,-0.174,0.06,11.81
58,-0.066,-0.155,-0.493,-0.497,0.79,0.146,-0.208,11.81
58.02,-0.015,-0.163,-0.098,-0.099,-0.098,-0.029,-0.089,11.81
58.04,-0.098,-0.224,-0.197,0.397,0.592,-0.174,-0.208,11.87
58.06,-0.15,-0.185,0.493,-0.298,-0.098,-0.145,-0.238,11.87
58.08,-0.009,-0.22,-0.493,-0.298,0.691,-0.116,-0.208,11.87
58.1,-0.058,-0.247,0.395,0.596,0.494,-0.058,-0.089,11.87
58.12,-0.156,-0.23,-0.197,-0.199,0.592,-0.058,-0.208,11.87
58.14,-0.019,-0.126,0,0.397,0.198,0,-0.178,11.87
58.16,-0.029,-0.2,-0.394,0,0.888,0.146,0,11.87
58.18,0.008,-0.204,0.099,0,-0.197,0.059,-0.178,11.87
58.2,-0.056,-0.171,0.592,0.099,0.198,-0.029,-0.03,11.87
58.22,0.077,-0.047,0.296,0.298,0.099,0.175,-0.297,11.87
58.24,0.012,-0.181,0.099,0.696,0.691,-0.116,0.119,11.93
58.26,-0.029,-0.163,0.395,0.497,0.395,0.146,-0.089,11.93
58.28,0.028,-0.259,1.183,0.497,0.888,0.059,0.327,11.93
58.3,0.236,0.031,0.493,-0.099,0.198,0.205,0.089,11.93
58.32,0.165,0.019,0.592,0,1.579,0.205,0.178,11.87
58.34,-0.037,0.098,0.592,-0.298,0.987,-0.029,-0.386,11.87
58.36,0.049,-0.12,-0.098,-0.199,1.283,0,-0.208,11.87
58.38,0.065,-0.153,0.789,0,-0.394,0.059,-0.148,11.87
58.4,0.153,-0.392,0.69,0.696,0,0.059,0.089,11.87
58.42,0.136,-0.179,0.69,0.497,0.592,0.088,-0.148,11.87
58.44,0.095,-0.118,0.789,0.497,1.283,0,0.089,11.87
58.46,0.081,-0.112,0.296,0,0.395,0.146,-0.148,11.87
58.48,-0.027,-0.116,0.296,0.497,0.888,0.059,-0.267,11.87
58.5,0.163,-0.29,0.69,0.199,-0.098,0.205,-0.148,11.87
58.52,0.243,-0.243,0.888,-0.397,0.395,0.263,0.06,11.87
58.54,0.04,-0.183,1.381,0.497,0.296,0,-0.089,11.87
58.56,0.079,0.145,0.69,0,0.592,-0.029,-0.089,11.81
58.58,0.096,-0.047,0.099,0.497,0.296,0,0.119,11.81
58.6,0.038,-0.124,0.099,0.994,0.592,0.146,-0.208,11.81
58.62,0.057,-0.302,0.592,0,0.691,0.117,-0.297,11.81
58.64,0.085,-0.067,0.296,-0.199,0,0.117,-0.089,11.81
58.66,0.204,-0.077,0.296,-0.099,0.79,0.03,0,11.81
58.68,-0.086,-0.014,0.296,-0.099,0.691,0.059,-0.119,11.81
58.7,0.093,-0.179,0.493,-0.397,0.691,0.205,-0.119,11.81
58.72,0.118,-0.1,-0.197,-0.199,0.395,0.175,-0.059,11.81
58.74,0.067,-0.237,-1.085,0.696,0.592,0.321,0.06,11.81
58.76,-0.002,-0.085,0.395,0.298,0.296,0.088,-0.238,11.81
58.78,0.095,-0.239,0.197,0.696,0.79,0.059,-0.089,11.81
58.8,0.14,-0.053,0.592,-0.099,0.296,0,-0.03,11.81
58.82,0.077,-0.347,0.69,0.497,0.987,0.234,-0.148,11.81
58.84,-0.017,-0.098,0.493,-0.199,-0.394,-0.058,0,11.81
58.86,0.104,-0.12,0,-0.298,1.184,0.03,0.149,11.81
58.88,0.087,-0.04,0.099,0.199,0.691,0.088,-0.089,11.76
58.9,-0.033,-0.214,0.493,-0.199,0.592,0.146,-0.208,11.76
58.92,0.038,-0.102,0.888,0.497,0.198,0.059,-0.267,11.76
58.94,0.075,-0.275,1.183,-0.695,-0.098,0.03,0.119,11.76
58.96,0.047,-0.192,0.69,0.298,-0.098,0.059,-0.119,11.76
58.98,-0.043,-0.067,0.493,0.497,0.198,0.03,-0.059,11.76
59,0.085,-0.069,0.099,0.199,0.395,0.03,-0.178,11.76
59.02,-0.005,-0.271,0.789,0.099,0.888,0.234,0.327,11.76
59.04,0.136,-0.404,0.592,-0.596,-0.098,0.059,0.06,11.76
59.06,0.063,-0.104,0.395,-0.497,0.888,0.175,-0.178,11.76
59.08,0.193,-0.083,0.296,0,0.198,0.117,-0.208,11.76
59.1,0.114,-0.026,0.197,-0.099,1.283,0.234,0.06,11.76
59.12,0.083,-0.249,0.789,0.099,0.395,-0.058,-0.208,11.76
59.14,0.114,-0.171,0.099,-0.199,0.592,0.205,-0.089,11.76
59.16,0.194,-0.243,-0.493,-0.099,0.592,0,0.089,11.7
59.18,0.095,-0.016,0.493,0.497,0.592,0.379,-0.297,11.7
59.2,0.245,-0.181,-0.493,0.497,1.184,0.205,-0.178,11.7
59.22,0.204,0.057,0.197,0.397,0.198,0.35,-0.119,11.7
59.24,0.134,-0.202,-0.493,0,1.677,0,-0.208,11.7
59.26,0.036,-0.128,0.197,0.199,0.888,-0.029,-0.089,11.7
59.28,0.216,-0.355,-0.493,0.199,1.085,0.234,0,11.7
59.3,0.1,-0.214,0,0.099,0.888,0.263,-0.089,11.7
59.32,0.063,-0.275,0.592,0.696,1.283,0.175,-0.059,11.7
59.34,0.191,-0.165,0.296,0,0.198,0,0.03,11.7
59.36,0.112,-0.239,0.296,0.497,0.987,0.292,0,11.64
59.38,0.144,-0.288,-0.098,0.199,0.395,0.059,-0.03,11.64
59.4,0.206,-0.216,0.099,0.298,0.79,0.205,0.06,11.64
59.42,0.2,-0.222,0,0.298,0.198,0.263,-0.089,11.64
59.44,0.106,-0.143,0.888,0,0.592,0.205,-0.238,11.59
59.46,0.177,-0.226,1.381,0.397,-0.296,0.205,-0.356,11.59
59.48,0.236,-0.018,0.69,0,-0.098,0.146,0.06,11.59
59.5,0.122,-0.196,0.493,0.994,0.888,0.263,-0.297,11.59
59.52,0.14,-0.026,0.69,0.099,0.888,0.117,-0.297,11.59
59.54,0.153,-0.39,0.592,0.298,0.691,0.292,0.357,11.59
59.56,0.091,-0.243,0.888,0.397,0.691,0.205,-0.089,11.59
59.58,0.177,-0.23,0.296,0.099,0.987,0.146,0.119,11.59
59.6,0.163,-0.016,0.592,-0.199,0.198,0.292,-0.148,11.53
59.62,0.171,-0.032,0.69,0.497,0.198,0.467,-0.03,11.53
59.64,0.112,-0.106,-0.197,-0.099,1.085,-0.058,0.03,11.53
59.66,0.112,-0.116,-0.098,0.894,0.592,0.205,0,11.53
59.68,0.234,-0.275,0.197,0.099,0.296,0.205,-0.059,11.53
59.7,0.018,-0.216,0.296,0.596,0.888,0.205,-0.267,11.53
59.72,0.243,-0.2,0.296,-0.397,0.395,0.059,-0.059,11.48
59.74,0.208,-0.036,-0.197,0.298,0.691,0.146,0.06,11.48
59.76,0.095,-0.247,0.296,0,0.494,0.175,-0.238,11.48
59.78,0.12,-0.081,0.197,-0.397,0.592,0.292,-0.148,11.48
59.8,0.261,-0.167,0.888,-0.298,0.888,0.175,-0.089,11.42
59.82,0.085,-0.29,0.592,0.199,1.085,0.263,-0.297,11.42
59.84,0.222,-0.404,1.085,-0.199,0.592,0.234,0.06,11.42
59.86,0.249,-0.357,0.69,0.696,0.198,0.205,0.06,11.42
59.88,0.13,-0.381,1.183,0.795,0.888,0.03,0.06,11.42
59.9,0.177,-0.361,0.69,0.298,0.79,0.205,0.089,11.42
59.92,0.191,-0.061,0.197,-0.199,0.691,0.35,0.208,11.42
59.94,0.089,-0.083,0.888,0.298,0.099,0.117,0.06,11.42
59.96,0.161,-0.016,0.888,-0.298,0.494,0.175,-0.208,11.36
59.98,0.385,0.009,0.888,-0.199,0.198,0.263,0.089,11.36
60,0.159,0.068,0.888,-0.199,0.099,0.088,-0.238,11.36
60.02,0.222,-0.083,0.197,0,0.691,0.059,-0.148,11.36
60.04,0.193,-0.03,0.099,0.596,0.395,0.321,-0.03,11.36
60.06,0.142,-0.016,-0.197,0.298,0.888,0.263,-0.148,11.36
60.08,0.306,-0.141,0.395,-0.099,0.987,0.234,0.03,11.31
60.1,0.218,-0.112,0.592,0.099,0.691,0.205,-0.238,11.31
60.12,0.336,-0.267,0.888,0.397,0.691,0.409,0.119,11.31
60.14,0.434,-0.32,0.888,0,0.888,0.525,0.208,11.31
60.16,0.438,-0.134,1.085,0,1.283,0.525,-0.148,11.14
60.18,0.62,-0.192,1.183,0.497,0.395,0.642,0,11.14
60.2,0.52,-0.171,0.099,0,1.283,0.613,0.03,11.14
60.22,0.492,-0.243,0.493,0.497,0.691,0.467,0.06,11.14
60.24,0.439,-0.206,0.592,0.497,1.184,0.438,-0.03,11.08
60.26,0.304,-0.038,0.789,0,0.592,0.35,-0.297,11.08
60.28,0.385,-0.006,0.888,-0.199,0.592,0.292,0.06,11.08
60.3,0.271,-0.061,0.197,-0.199,0.888,0.117,-0.119,11.08
60.32,0.275,-0.171,-0.098,-0.199,1.085,0.263,0.089,11.03
60.34,0.222,-0.171,0.099,0.099,1.184,0.263,0.03,11.03
60.36,0.281,-0.022,0.197,-0.695,0.395,0.467,-0.297,10.97
60.38,0.375,-0.218,0.197,0.298,0.494,0.467,-0.148,10.97
60.4,0.394,-0.271,0.197,0.497,0.888,0.467,-0.059,10.91
60.42,0.361,-0.208,0.493,0,0.691,0.613,0.06,10.91
60.44,0.304,-0.224,0,-0.099,0.888,0.321,-0.089,10.86
60.46,0.389,-0.153,0.493,0.298,0.296,0.35,-0.089,10.86
60.48,0.381,-0.032,0.888,0.199,0.79,0.263,0,10.8
60.5,0.451,-0.153,-0.493,0.696,0.592,0.263,0.06,10.8
60.52,0.281,-0.065,0.493,0.298,0.395,0.409,0.06,10.8
60.54,0.451,-0.102,0.395,0,0.198,0.467,-0.059,10.8
60.56,0.408,-0.157,0.493,-0.298,0.395,0.263,0.119,10.74
60.58,0.289,-0.02,0.888,0,0.494,0.35,-0.178,10.74
60.6,0.363,-0.106,0.395,0.099,0.592,0.35,-0.059,10.74
60.62,0.157,-0.173,0.888,-0.298,1.283,0.321,-0.178,10.74
60.64,0.33,-0.304,1.183,0.099,0.987,0.321,-0.089,10.69
60.66,0.343,-0.379,0.789,0.099,0.198,0.409,-0.03,10.69
60.68,0.338,-0.198,0.986,0,0.395,0.35,-0.148,10.63
60.7,0.445,-0.234,1.282,0.099,0.592,0.554,0,10.63
60.72,0.304,-0.21,0.888,0.298,0.987,0.409,-0.208,10.58
60.74,0.371,-0.269,0.986,0.298,1.085,0.35,-0.03,10.58
60.76,0.381,-0.285,1.381,0,0,0.467,-0.089,10.52
60.78,0.394,-0.204,0.888,0,1.085,0.263,-0.178,10.52
60.8,0.42,-0.034,0.888,0.397,0,0.35,0.06,10.52
60.82,0.363,-0.067,0.69,-0.099,1.085,0.205,0,10.52
60.84,0.249,0.002,1.085,-0.099,0,0.467,-0.297,10.41
60.86,0.402,-0.126,0.592,-0.199,0.592,0.321,-0.148,10.41
60.88,0.408,-0.153,0.197,0.099,0.888,0.35,-0.059,10.41
60.9,0.285,-0.247,0.493,0.298,1.184,0.292,-0.089,10.41
60.92,0.404,-0.3,0.296,0.397,0.395,0.409,-0.089,10.41
60.94,0.33,-0.31,0.493,0,0.592,0.321,-0.208,10.41
60.96,0.308,-0.353,0,0.397,1.085,0.379,-0.208,10.29
60.98,0.308,-0.345,0.888,0.298,-0.296,0.409,0.06,10.29
61,0.298,-0.13,0.69,0.397,0.79,0.263,-0.119,10.29
61.02,0.379,-0.026,0.395,0.298,0.888,0.35,0.178,10.29
61.04,0.181,0.008,0.789,0.298,1.283,0.205,-0.178,10.24
61.06,0.294,-0.092,0.592,0.397,0.888,0.35,0,10.24
61.08,0.326,-0.061,0.789,0.298,-0.098,0.263,-0.208,10.18
61.1,0.273,-0.057,0.099,-0.099,1.085,0.379,-0.148,10.18
61.12,0.353,-0.038,0.888,-0.199,0.198,0.35,0.06,10.13
61.14,0.314,-0.045,0.296,0,0.79,0.35,-0.059,10.13
61.16,0.347,0.133,0.789,0.099,0.888,0.35,-0.178,10.13
61.18,0.177,0.027,0,-0.199,0.79,0.35,-0.238,10.13
61.2,0.33,-0.034,0.296,0,-0.197,0.379,-0.059,10.07
61.22,0.261,-0.163,0,0.397,0.691,0.263,-0.238,10.07
61.24,0.306,-0.312,-0.197,0.298,0.395,0.35,-0.03,10.07
61.26,0.251,-0.302,0,0,0.592,0.146,-0.089,10.07
61.28,0.294,-0.243,0.296,0.397,0.592,0.35,0.06,10.01
61.3,0.271,-0.263,0.789,0,0.79,0.35,0.089,10.01
61.32,0.232,-0.136,0.888,0.397,0,0.205,-0.03,9.96
61.34,0.357,-0.075,0.888,0.099,0.592,0.409,0,9.96
61.36,0.261,-0.138,0.69,-0.199,0.395,0.263,-0.089,9.9
61.38,0.277,-0.008,1.381,0.099,0.592,0.35,0,9.9
61.4,0.326,0.015,1.183,-0.298,0.888,0.409,-0.03,9.9
61.42,0.287,-0.014,0.888,0.298,1.184,0.35,-0.089,9.9
61.44,0.257,-0.112,0.888,-0.199,0.395,0.35,-0.089,9.84
61.46,0.361,-0.21,0.789,0.298,0.691,0.146,-0.03,9.84
61.48,0.222,-0.161,0.888,0.099,0.395,0.234,-0.208,9.79
61.5,0.33,-0.194,0.789,0.298,0.494,0.263,-0.148,9.79
61.52,0.334,-0.308,0.296,0.497,0.198,0.35,0,9.79
61.54,0.277,-0.2,0.493,0,0.592,0.234,-0.208,9.79
61.56,0.316,-0.139,0.592,0.298,1.085,0.409,0.03,9.73
61.58,0.353,-0.22,0.789,-0.199,0.79,0.292,0.03,9.73
61.6,0.253,-0.157,0.493,0.596,1.085,0.292,-0.059,9.68
61.62,0.304,-0.157,0.296,0.497,0.79,0.321,-0.208,9.68
61.64,0.193,-0.222,0.789,0.199,1.184,0.234,0.149,9.68
61.66,0.306,-0.275,1.282,0,0.395,0.205,-0.089,9.68
61.68,0.245,-0.281,-0.197,0.298,1.085,0.117,-0.089,9.62
61.7,0.218,-0.094,0,0.298,0.592,0.263,-0.148,9.62
61.72,0.226,-0.214,0,0.298,0.888,0.205,-0.089,9.62
61.74,0.257,-0.304,0.395,-0.099,0,0.409,0,9.62
61.76,0.193,-0.192,0.197,-0.099,0.296,0.088,0,9.62
61.78,0.302,-0.085,-0.197,0.497,0.987,0.117,0.06,9.62
61.8,0.3,-0.053,0.296,-0.099,0.888,0.263,-0.297,9.56
61.82,0.212,-0.243,0.197,0,0.691,0.292,-0.119,9.56
61.84,0.191,-0.337,0.493,-0.298,-0.098,0.263,-0.03,9.51
61.86,0.267,-0.192,0.592,0,1.085,0.205,-0.238,9.51
61.88,0.296,-0.118,-0.197,0.497,0.395,0.321,0,9.51
61.9,0.267,-0.155,-0.197,0.298,0.296,0.175,-0.148,9.51
61.92,0.243,0.023,0.69,0,0.494,0.292,-0.03,9.45
61.94,0.257,-0.09,0.69,-0.298,0.592,0.292,-0.297,9.45
61.96,0.251,0.088,0.395,0.199,0.691,0.321,-0.148,9.39
61.98,0.163,-0.118,0.888,0.397,0.592,0.263,-0.089,9.39
62,0.33,-0.361,0.197,0.298,0.987,0.292,0.208,9.39
62.02,0.275,-0.245,1.381,-0.199,0.79,0.117,0,9.39
62.04,0.33,-0.384,1.085,-0.199,0.198,0.321,0.06,9.34
62.06,0.222,-0.265,1.085,-0.397,0.494,0.263,0.149,9.34
62.08,0.232,-0.092,0.986,-0.099,0.198,0.088,-0.148,9.34
62.1,0.226,-0.049,0.888,0.298,0.494,0.205,-0.089,9.34
62.12,0.23,-0.106,0.789,0.099,0.395,0.205,-0.297,9.28
62.14,0.236,-0.089,0.099,0.199,0.691,0.234,-0.059,9.28
62.16,0.224,-0.141,0,-0.298,0.592,0.117,-0.208,9.23
62.18,0.263,-0.181,0,-0.099,0.592,0.234,-0.089,9.23
62.2,0.263,-0.283,0.099,0.497,0.296,0.321,-0.208,9.23
62.22,0.23,-0.343,-0.197,0.099,1.085,0.263,-0.059,9.23
62.24,0.185,-0.257,0.493,0,0.395,0.175,-0.089,9.23
62.26,0.324,-0.185,0.296,-0.199,0.79,0.234,-0.089,9.23
62.28,0.253,-0.185,0.395,0.397,0.395,0.321,-0.03,9.17
62.3,0.185,-0.138,0.592,0.099,0.888,0.292,-0.089,9.17
62.32,0.23,0.043,0.395,0.298,0.494,0.292,-0.03,9.17
62.34,0.138,0.121,0.197,0.298,0.987,0.146,0,9.17
62.36,0.336,0.058,0.493,0.298,0.592,0.234,0,9.11
62.38,0.206,0.031,0.197,0.497,0.987,0.35,-0.059,9.11
62.4,0.267,-0.047,0.395,0,0.592,0.321,-0.03,9.06
62.42,0.189,-0.098,1.085,-0.199,0.494,0.35,0,9.06
62.44,0.265,-0.171,0.493,-0.397,0.198,0.117,0.06,9.06
62.46,0.289,0.019,0.69,-0.199,0.494,0.205,-0.089,9.06
62.48,0.196,-0.032,0.296,0,1.085,0.205,-0.238,9.06
62.5,0.265,-0.165,1.085,-0.199,0.592,0.379,-0.148,9.06
62.52,0.171,-0.157,1.085,0.099,0.198,0.234,-0.297,9.06
62.54,0.357,-0.157,1.085,-0.199,0.296,0.234,0.03,9.06
62.56,0.198,-0.226,0.789,0.298,0.79,-0.029,-0.772,8.94
62.58,0.142,-0.206,1.085,0.596,0.592,0.117,0.238,8.94
62.6,0.194,-0.353,0.592,-0.397,0.198,0.35,-0.267,8.94
62.62,0.222,-0.21,0.888,0.596,0.691,0.263,0,8.94
62.64,0.277,-0.23,0.493,0.298,0.592,0.321,0,8.94
62.66,0.263,-0.208,-0.098,0.994,0.592,0.117,0.119,8.94
62.68,0.226,-0.098,0.197,-0.199,0.691,0.35,0.06,8.89
62.7,0.236,-0.132,0.592,0.099,0.099,0.263,-0.148,8.89
62.72,0.336,-0.279,0.69,-0.199,0.099,0.409,0.06,8.89
62.74,0.265,0.031,0.986,-0.199,0.198,0.234,-0.119,8.89
62.76,0.228,-0.098,0,0.696,0.888,0.205,-0.089,8.83
62.78,0.24,0.039,0.197,0,0.198,0.263,-0.208,8.83
62.8,0.161,-0.185,-0.098,0.298,1.283,0.059,0.06,8.83
62.82,0.22,-0.294,-0.098,0,0.099,0.205,-0.119,8.83
62.84,0.224,-0.222,0.197,-0.397,0.79,0.146,-0.297,8.78
62.86,0.316,-0.161,0.888,0.497,1.085,0.234,-0.297,8.78
62.88,0.128,-0.163,1.183,0.397,0.592,0.379,-0.238,8.72
62.9,0.326,-0.171,1.578,-0.298,0.395,0.175,0.03,8.72
62.92,0.269,-0.134,0.69,-0.099,0.099,0.263,0,8.72
62.94,0.21,-0.067,1.676,0.298,0.888,0.263,-0.089,8.72
62.96,0.285,-0.116,0.986,-0.596,0.296,0.35,0.06,8.72
62.98,0.24,-0.081,1.775,0.397,1.579,0.117,0.089,8.72
63,0.206,-0.271,0.296,-0.497,0.592,0.379,-0.089,8.66
63.02,0.242,-0.198,-0.197,0.199,0.494,0.263,-0.119,8.66
63.04,0.341,-0.247,-0.296,0.298,0.592,0.292,-0.089,8.66
63.06,0.359,-0.016,0.197,0.199,0.198,0.263,-0.089,8.66
63.08,0.193,-0.069,0.888,0.199,0.592,0.234,-0.148,8.61
63.1,0.3,0.072,0.395,0,0.198,0.03,-0.059,8.61
63.12,0.165,0.104,0.888,0.298,0.592,0.117,0,8.61
63.14,0.257,0.039,0.493,-0.199,0.592,0.205,-0.208,8.61
63.16,0.341,-0.047,0.493,0.497,0.494,0.263,0,8.61
63.18,0.251,0.019,0.395,-0.596,0.79,0.146,-0.119,8.61
63.2,0.249,-0.075,0.592,0.298,0.691,0.146,0.03,8.55
63.22,0.142,0.084,0.888,-0.199,0.592,0.205,-0.208,8.55
63.24,0.332,0.076,0.789,-0.099,-0.296,0.263,-0.148,8.55
63.26,0.194,-0.038,0.888,-0.199,0.592,0.146,0,8.55
63.28,0.132,0,0.986,0.696,0.691,0.175,-0.356,8.49
63.3,0.155,-0.092,1.479,0,0.888,0.088,0.06,8.49
63.32,0.181,0.027,1.085,-0.397,-0.098,0.117,-0.089,8.49
63.34,0.222,0.053,0.69,0,0.691,0.263,-0.089,8.49
63.36,0.189,0.109,0.493,-0.298,0.691,0.234,-0.089,8.49
63.38,0.294,0.28,0.197,0.298,0.987,0.175,-0.267,8.49
63.4,0.253,0.207,0,0.497,0.395,0.292,-0.119,8.44
63.42,0.187,0.066,0.592,-0.199,0.198,0.146,-0.059,8.44
63.44,0.312,0.254,0.493,-0.199,0.395,0.205,-0.119,8.38
63.46,0.236,0.176,0.986,-0.099,0.888,0.263,-0.148,8.38
63.48,0.222,0.009,0.395,0.397,0.888,0.146,0.06,8.38
63.5,0.198,0.086,0.197,0.497,0.395,0.205,-0.208,8.38
63.52,0.204,0.068,-0.197,-0.199,0.987,0.205,-0.059,8.38
63.54,0.236,0.239,0.197,-0.199,0.198,0.263,-0.148,8.38
63.56,0.281,0.17,0.395,0.497,0.888,0.117,-0.148,8.38
63.58,0.212,0.153,0.69,-0.099,0.395,0.35,-0.089,8.38
63.6,0.153,0.266,0.592,-0.199,0.592,0.205,-0.178,8.33
63.62,0.202,0.188,1.183,-0.497,0.888,0.409,-0.178,8.33
63.64,0.257,0.184,1.085,-0.199,0.592,0.321,-0.178,8.33
63.66,0.232,0.211,0.69,0.199,0.987,0.263,-0.059,8.33
63.68,0.257,0.074,0.493,-0.298,-0.098,0.263,0.06,8.33
63.7,0.189,0.078,0.592,-0.397,1.776,0.117,-0.148,8.33
63.72,0.263,0.009,-0.197,0.298,0.296,0.379,-0.178,8.27
63.74,0.161,0.09,0.197,0,1.283,0.205,-0.119,8.27
63.76,0.328,0.153,-0.493,0.497,0.592,0.292,-0.059,8.27
63.78,0.298,0.07,0.395,0.199,0.296,0.35,0,8.27
63.8,0.187,0.147,0.197,0.298,1.184,0.205,0,8.27
63.82,0.208,0.141,0.493,0.199,1.085,0.205,0.06,8.27
63.84,0.169,0.019,0.197,0.397,0.592,0.263,0.03,8.21
63.86,0.294,0.194,0.099,-0.199,0.296,0.175,-0.089,8.21
63.88,0.222,0.033,0.69,0.099,0.198,0.263,0,8.16
63.9,0.304,0.039,0.69,-0.397,0.691,0.146,-0.03,8.16
63.92,0.151,0.117,1.183,-0.397,0.494,0.263,-0.208,8.16
63.94,0.283,0.241,1.381,-0.397,0.296,0.146,0.06,8.16
63.96,0.255,0.172,1.578,-0.099,0.888,0.292,-0.178,8.16
63.98,0.243,0.07,1.381,0.298,1.085,0.292,-0.089,8.16
64,0.189,0.015,0.888,-0.497,0.592,0.263,-0.178,8.1
64.02,0.281,0.033,0.592,-0.298,0.395,0.117,-0.208,8.1
64.04,0.218,-0.022,0.493,0,0.395,0.263,-0.03,8.1
64.06,0.193,-0.12,0.099,0.497,0.395,0.146,-0.297,8.1
64.08,0.298,0.011,0.493,0.596,0.099,0.321,-0.119,8.1
64.1,0.21,-0.063,0.197,0.497,0.592,0,-0.238,8.1
64.12,0.24,-0.002,0.592,0.298,0.592,0.379,-0.089,8.04
64.14,0.261,0.033,0.395,-0.397,0.888,0.292,0,8.04
64.16,0.267,0.113,0.493,0.696,0.395,0.321,-0.03,8.04
64.18,0.285,0.153,0.493,-0.298,0.592,0.263,0.03,8.04
64.2,0.226,0.139,0.592,0,0.888,0.146,0.03,8.04
64.22,0.232,-0.026,0.395,-0.298,0.888,0.205,0.06,8.04
64.24,0.245,0.098,0.099,-0.298,1.085,0.205,0,7.99
64.26,0.243,0.078,0,0.994,0.987,0.409,-0.03,7.99
64.28,0.279,0.107,0.296,-0.397,0.395,0.35,-0.208,7.99
64.3,0.267,0.09,0.197,0.298,0.79,0.263,-0.178,7.99
64.32,0.226,0.139,0.69,0.298,0,0.146,-0.267,7.99
64.34,0.24,0.28,0,-0.397,0.79,0.175,-0.267,7.99
64.36,0.243,0.129,0.197,0.099,0.888,0.263,-0.148,7.93
64.38,0.194,-0.026,0.296,0,0.888,0.292,-0.178,7.93
