time,centroid_x,centroid_y,FRwheel_x,FRwheel_z,RRwheel_x,floor_x,floor_z,velocity
0,0.004,-0.208,89.042,88.522,90.865,-27.696,-31.854,0
0.02,-0.082,-0.306,89.14,88.422,91.259,-27.696,-31.973,0
0.04,0.02,-0.085,89.042,88.422,91.161,-27.667,-31.824,0
0.06,-0.092,-0.518,88.943,88.422,90.865,-27.696,-32.003,0
0.08,-0.007,0.053,88.943,88.82,91.161,-27.638,-31.884,0
0.1,-0.043,-0.365,89.042,88.621,91.062,-27.726,-31.943,0
0.12,-0.066,0.068,89.042,88.522,91.259,-27.696,-31.914,0
0.14,-0.043,-0.226,88.943,88.522,90.963,-27.667,-31.914,0
0.16,-0.101,-0.024,89.042,88.422,91.062,-27.609,-31.973,0
0.18,0.026,-0.147,89.042,88.621,91.259,-27.696,-31.795,0
0.2,-0.133,-0.359,89.14,88.522,91.161,-27.755,-31.914,0
0.22,0.008,-0.069,89.042,88.72,91.259,-27.696,-31.824,0
0.24,-0.047,-0.43,89.042,88.422,91.062,-27.667,-32.003,0
0.26,-0.017,0.002,88.943,88.621,91.062,-27.667,-31.884,0
0.28,-0.058,-0.33,89.042,88.621,90.963,-27.696,-31.914,0
0.3,-0.07,0.106,88.943,88.522,91.161,-27.696,-31.914,0
0.32,-0.023,-0.257,88.943,88.621,91.062,-27.696,-31.795,0
0.34,-0.133,-0.071,89.042,88.422,91.062,-27.609,-31.914,0
0.36,0.065,-0.096,88.844,88.522,91.062,-27.609,-31.824,0
0.38,-0.082,-0.277,88.844,88.422,91.161,-27.667,-32.032,0
0.4,0.006,-0.102,89.042,88.422,91.161,-27.667,-31.824,0
0.42,-0.062,-0.422,88.844,88.422,91.062,-27.755,-31.914,0
0.44,-0.019,0.117,88.844,88.522,91.062,-27.638,-31.943,0
0.46,-0.029,-0.357,88.844,88.422,90.963,-27.638,-31.824,0
0.48,-0.092,0.133,89.042,88.422,91.161,-27.667,-31.914,0
0.5,0.03,-0.216,88.844,88.621,91.062,-27.696,-31.824,0
0.52,-0.092,-0.085,89.239,88.422,91.358,-27.696,-31.973,0
0.54,0.014,-0.216,88.844,88.422,91.259,-27.667,-31.824,0
0.56,-0.047,-0.357,88.943,88.422,91.062,-27.609,-32.003,0
0.58,0.008,0.017,89.042,88.621,91.062,-27.667,-31.884,0
0.6,-0.062,-0.486,88.844,88.422,91.062,-27.726,-31.914,0
0.62,-0.039,0.143,89.042,88.422,91.161,-27.609,-31.824,0
0.64,-0.013,-0.339,88.943,88.422,91.062,-27.609,-31.914,0
0.66,-0.074,0.092,88.943,88.422,91.062,-27.696,-31.943,0
0.68,0.008,-0.292,89.042,88.621,91.062,-27.667,-31.795,0
0.7,-0.084,-0.161,88.844,88.422,91.161,-27.696,-31.973,0
0.72,0.04,-0.139,89.042,88.422,91.062,-27.609,-31.795,0
0.74,-0.078,-0.492,88.943,88.224,91.062,-27.755,-31.914,0
0.76,0.012,0.047,88.943,88.621,91.161,-27.696,-31.795,0
0.78,-0.041,-0.445,89.042,88.323,91.062,-27.667,-31.973,0
0.8,-0.033,0.164,89.042,88.422,91.259,-27.667,-31.914,0
0.82,-0.023,-0.3,89.042,88.422,91.062,-27.696,-31.884,0
0.84,-0.096,0.117,89.042,88.522,91.062,-27.667,-31.914,0
0.86,0.044,-0.187,88.844,88.422,91.161,-27.696,-31.884,0
0.88,-0.115,-0.257,88.943,88.422,91.161,-27.638,-31.884,0
0.9,0.024,-0.047,89.042,88.422,91.062,-27.638,-31.884,0
0.92,-0.064,-0.424,88.943,88.323,91.062,-27.609,-31.973,0
0.94,-0.009,0.006,89.042,88.621,91.062,-27.667,-31.824,0
0.96,-0.052,-0.416,88.844,88.621,90.865,-27.638,-31.884,0
0.98,-0.023,0.194,89.042,88.224,91.161,-27.551,-31.914,0
1,-0.013,-0.288,88.647,88.522,90.865,-27.696,-31.824,0
1.02,-0.111,0.027,88.844,88.422,90.963,-27.667,-31.914,0
1.04,0.03,-0.106,88.844,88.422,91.161,-27.667,-31.854,0
1.06,-0.076,-0.239,89.042,88.522,91.062,-27.609,-31.973,0
1.08,0.02,-0.11,88.746,88.522,90.963,-27.755,-31.824,0
1.1,-0.06,-0.416,88.746,88.422,91.259,-27.609,-31.914,0
1.12,-0.009,0.102,89.042,88.522,91.161,-27.696,-31.824,0
1.14,-0.033,-0.408,89.042,88.422,90.963,-27.696,-31.824,0
1.16,-0.064,0.141,88.943,88.621,91.062,-27.638,-31.914,0
1.18,0.01,-0.257,88.943,88.422,91.062,-27.696,-31.914,0
1.2,-0.078,-0.02,88.844,88.323,91.259,-27.609,-31.973,0
1.22,0.018,-0.21,88.943,88.621,90.865,-27.667,-31.765,0
1.24,-0.072,-0.271,88.844,88.224,91.062,-27.667,-31.973,0
1.26,0.034,-0.028,89.042,88.422,91.062,-27.609,-31.884,0
1.28,-0.054,-0.463,88.844,88.422,90.865,-27.638,-31.914,0
1.3,-0.019,0.137,89.042,88.522,91.259,-27.696,-31.884,0
1.32,-0.023,-0.386,88.844,88.224,90.865,-27.726,-31.943,0
1.34,-0.074,0.135,88.943,88.422,91.161,-27.638,-31.824,0
1.36,0.002,-0.322,88.844,88.522,91.062,-27.726,-31.854,0
1.38,-0.094,-0.053,88.943,88.422,91.161,-27.667,-31.943,0
1.4,0.04,-0.188,88.844,88.422,91.062,-27.667,-31.854,0
1.42,-0.105,-0.433,88.844,88.323,90.865,-27.667,-31.973,0
1.44,0.02,0,89.042,88.422,91.062,-27.696,-31.824,0
1.46,-0.047,-0.443,88.844,88.522,90.963,-27.696,-31.973,0
1.48,-0.015,0.172,89.042,88.522,91.161,-27.609,-31.914,0
1.5,-0.019,-0.334,88.943,88.522,91.062,-27.638,-31.884,0
1.52,-0.07,0.219,89.042,88.422,91.062,-27.696,-31.914,0
1.54,0.012,-0.23,89.042,88.522,90.963,-27.696,-31.824,0
1.56,-0.127,-0.139,88.844,88.522,91.062,-27.638,-31.973,0
1.58,0.053,-0.053,89.042,88.422,91.161,-27.609,-31.765,0
1.6,-0.054,-0.39,89.042,88.422,91.161,-27.696,-31.914,0
1.62,-0.031,-0.002,88.943,88.522,91.062,-27.726,-31.824,0
1.64,-0.076,-0.447,89.042,88.422,90.963,-27.726,-31.824,0
1.66,0.002,0.207,89.042,88.422,90.865,-27.58,-31.973,0
1.68,0.002,-0.357,88.943,88.522,91.062,-27.667,-31.914,0
1.7,-0.096,0.06,89.042,88.422,91.062,-27.696,-31.914,0
1.72,0.053,-0.181,88.943,88.422,91.062,-27.696,-31.854,0
1.74,-0.058,-0.202,88.844,88.422,91.161,-27.667,-32.003,0
1.76,0.028,-0.134,88.746,88.422,91.062,-27.696,-31.854,0
1.78,-0.043,-0.439,88.943,88.422,91.062,-27.638,-31.914,0
1.8,-0.005,0.078,88.943,88.422,90.963,-27.696,-31.824,0
1.82,-0.049,-0.433,88.844,88.522,91.062,-27.696,-31.884,0
1.84,-0.096,0.139,89.14,88.422,91.062,-27.696,-31.884,0
1.86,0.002,-0.31,88.844,88.422,90.963,-27.696,-31.914,0
1.88,-0.115,0.025,89.042,88.422,91.161,-27.696,-32.003,0
1.9,0.004,-0.285,88.943,88.522,91.161,-27.696,-31.824,0
1.92,-0.082,-0.285,88.943,88.422,91.062,-27.638,-31.973,0
1.94,0.044,-0.079,88.844,88.422,91.062,-27.667,-31.824,0
1.96,-0.027,-0.484,88.844,88.522,91.062,-27.696,-31.854,0
1.98,-0.015,0.125,89.042,88.522,91.062,-27.638,-31.854,0
2,0.018,-0.455,88.943,88.422,90.963,-27.638,-31.914,0
2.02,-0.051,0.135,88.943,88.522,91.062,-27.609,-31.914,0
2.04,0.067,-0.353,89.042,88.621,91.259,-27.638,-31.854,0
2.06,-0.084,0.004,89.042,88.224,91.062,-27.667,-31.973,0
2.08,0.032,-0.116,89.042,88.621,91.062,-27.696,-31.824,0
2.1,-0.078,-0.375,88.844,88.422,90.865,-27.726,-31.914,0
2.12,-0.002,0.141,88.943,88.82,91.062,-27.726,-31.795,0
2.14,-0.06,-0.463,88.844,88.422,90.963,-27.638,-31.973,0
2.16,-0.062,0.227,88.844,88.621,91.161,-27.638,-31.854,0
2.18,-0.047,-0.39,88.844,88.323,90.963,-27.696,-31.854,0
2.2,-0.143,0.182,88.844,88.422,90.963,-27.696,-31.943,0
2.22,-0.003,-0.245,88.943,88.72,91.062,-27.696,-31.824,0
2.24,-0.156,-0.245,88.943,88.323,90.963,-27.726,-32.003,0
2.26,-0.005,-0.034,88.844,88.522,91.062,-27.609,-31.884,0
2.28,-0.064,-0.439,88.844,88.224,90.865,-27.667,-31.943,0
2.3,-0.033,0.076,89.042,88.422,90.963,-27.638,-31.824,0
2.32,-0.033,-0.526,88.647,88.422,91.062,-27.667,-31.914,0
2.34,-0.033,0.178,89.14,88.422,91.161,-27.609,-31.914,0
2.36,0.049,-0.392,89.042,88.422,90.963,-27.667,-31.824,0
2.38,-0.078,-0.036,89.042,88.422,90.963,-27.638,-31.914,0
2.4,0.081,-0.163,88.844,88.422,91.062,-27.667,-31.884,0
2.42,-0.033,-0.265,89.042,88.224,91.062,-27.609,-32.032,0
2.44,0.049,-0.026,89.042,88.621,90.963,-27.58,-31.824,0
2.46,-0.037,-0.447,88.943,88.522,91.062,-27.696,-31.824,0
2.48,-0.013,0.182,89.042,88.224,91.062,-27.609,-31.943,0
2.5,-0.037,-0.398,88.943,88.422,91.062,-27.696,-31.824,0
2.52,-0.113,0.168,89.042,88.522,91.062,-27.696,-31.884,0
2.54,-0.003,-0.253,88.943,88.72,91.259,-27.696,-31.765,0
2.56,-0.135,-0.075,89.042,88.224,91.062,-27.696,-32.003,0
2.58,-0.003,-0.155,88.844,88.621,91.062,-27.667,-31.824,0
2.6,-0.08,-0.353,88.844,88.422,91.161,-27.696,-31.973,0
2.62,-0.009,0.092,89.042,88.522,91.161,-27.609,-31.854,0
2.64,-0.043,-0.477,89.042,88.422,91.062,-27.609,-31.884,0
2.66,-0.051,0.192,88.844,88.621,91.062,-27.696,-31.884,0
2.68,0.022,-0.386,88.844,88.522,90.865,-27.667,-31.884,0
2.7,-0.066,0.07,88.943,88.621,91.062,-27.609,-31.943,0
2.72,0.036,-0.326,88.943,88.621,90.963,-27.696,-31.824,0
2.74,-0.072,-0.218,89.042,88.422,91.062,-27.638,-32.032,0
2.76,0.038,-0.104,88.746,88.522,91.259,-27.551,-31.884,0
2.78,-0.054,-0.516,88.844,88.323,91.161,-27.696,-31.943,0
2.8,-0.015,0.113,89.042,88.522,91.062,-27.609,-31.914,0
2.82,-0.019,-0.473,88.844,88.422,91.062,-27.667,-31.914,0
2.84,-0.051,0.188,89.042,88.522,91.259,-27.667,-31.884,0
2.86,-0.009,-0.353,88.943,88.522,90.963,-27.696,-31.824,0
2.88,-0.109,0.057,88.943,88.224,91.062,-27.609,-31.824,0
2.9,0.053,-0.181,89.042,88.422,91.062,-27.638,-31.824,0
2.92,-0.109,-0.341,89.042,88.323,91.161,-27.696,-31.943,0
2.94,0.012,0.035,88.746,88.522,91.062,-27.755,-31.795,0
2.96,-0.052,-0.457,88.844,88.224,90.963,-27.696,-31.973,0
2.98,-0.007,0.127,89.14,88.522,91.161,-27.726,-31.854,0
3,-0.056,-0.392,88.943,88.621,91.062,-27.755,-31.884,0
3.02,-0.037,0.219,88.943,88.422,91.161,-27.667,-31.914,0
3.04,0.02,-0.23,88.943,88.522,91.062,-27.638,-31.884,0
3.06,-0.101,-0.089,89.042,88.422,91.062,-27.696,-31.914,0
3.08,0.044,-0.087,88.844,88.522,91.062,-27.638,-31.884,0
3.1,-0.043,-0.361,88.844,88.323,91.259,-27.609,-32.003,0
3.12,0.006,-0.069,88.943,88.522,90.865,-27.696,-31.824,0
3.14,-0.068,-0.482,88.844,88.422,90.865,-27.696,-31.943,0
3.16,-0.013,0.102,88.844,88.422,90.865,-27.638,-31.854,0
3.18,-0.033,-0.398,88.844,88.422,91.161,-27.638,-31.824,0
3.2,-0.082,0.053,89.042,88.522,91.062,-27.696,-31.884,0
3.22,-0.002,-0.192,89.042,88.522,91.062,-27.667,-31.914,0
3.24,-0.082,-0.128,89.042,88.422,91.062,-27.696,-31.943,0
3.26,0.022,-0.13,88.943,88.522,91.062,-27.696,-31.824,0
3.28,-0.082,-0.339,89.042,88.422,91.062,-27.696,-31.914,0
3.3,0.022,0.043,88.844,88.621,91.062,-27.667,-31.884,0
3.32,-0.031,-0.4,88.844,88.522,91.062,-27.755,-32.003,0
3.34,-0.031,0.145,88.844,88.422,90.963,-27.638,-31.824,0
3.36,0.004,-0.298,88.943,88.422,91.062,-27.667,-31.884,0
3.38,-0.06,0.082,88.943,88.422,91.161,-27.609,-31.973,0
3.4,0.012,-0.218,89.042,88.522,91.259,-27.755,-31.765,0
3.42,-0.105,-0.126,88.943,88.422,91.062,-27.696,-31.973,0
3.44,0.036,-0.094,88.943,88.621,91.161,-27.638,-31.795,0
3.46,-0.096,-0.42,88.746,88.422,91.062,-27.755,-31.943,0
3.48,0.004,0.043,88.943,88.422,91.062,-27.638,-31.914,0
3.5,-0.051,-0.426,89.042,88.422,91.062,-27.638,-31.943,0
3.52,-0.051,0.09,89.042,88.422,91.062,-27.667,-31.854,0
3.54,-0.037,-0.347,88.943,88.522,90.963,-27.696,-31.884,0
3.56,-0.08,0.058,88.943,88.422,91.062,-27.638,-31.914,0
3.58,0.04,-0.214,89.042,88.422,91.062,-27.638,-31.824,0
3.6,-0.125,-0.281,89.042,88.522,90.963,-27.667,-32.062,0
3.62,0.024,-0.053,88.943,88.522,90.963,-27.609,-31.824,0
3.64,-0.037,-0.402,89.042,88.422,90.963,-27.667,-32.003,0
3.66,0.008,0.039,88.943,88.422,91.259,-27.696,-31.824,0
3.68,-0.041,-0.394,88.844,88.422,90.865,-27.696,-31.854,0
3.7,-0.043,0.176,89.042,88.522,91.062,-27.609,-31.914,0
3.72,-0.019,-0.273,88.943,88.422,90.963,-27.696,-31.824,0
3.74,-0.127,0.015,88.943,88.323,90.963,-27.667,-31.854,0
3.76,0.042,-0.098,88.844,88.422,90.865,-27.726,-31.824,0
3.78,-0.06,-0.237,88.844,88.422,91.161,-27.609,-31.973,0
3.8,-0.003,-0.092,88.943,88.621,91.062,-27.667,-31.824,0
3.82,-0.064,-0.435,88.844,88.422,91.062,-27.696,-31.914,0
3.84,-0.005,0.104,88.844,88.422,91.161,-27.638,-31.854,0
3.86,-0.015,-0.408,88.943,88.323,90.865,-27.696,-31.765,0
3.88,-0.082,0.088,89.042,88.522,91.161,-27.667,-31.943,0
3.9,0.04,-0.273,89.042,88.422,91.161,-27.726,-31.854,0
3.92,-0.092,-0.059,88.943,88.422,91.062,-27.638,-31.973,0
3.94,0.024,-0.222,88.844,88.422,91.062,-27.638,-31.824,0
3.96,-0.049,-0.375,88.746,88.224,90.865,-27.696,-31.914,0
3.98,0.012,-0.022,89.042,88.621,91.259,-27.609,-31.884,0
4,-0.031,-0.502,88.943,88.422,90.963,-27.667,-31.884,0
4.02,-0.058,0.139,89.042,88.522,91.062,-27.609,-31.914,0
4.04,0.006,-0.416,88.844,88.522,91.062,-27.696,-31.884,0
4.06,-0.06,0.066,89.042,88.422,91.062,-27.609,-31.973,0
4.08,0.059,-0.288,89.042,88.422,91.161,-27.609,-31.824,0
4.1,-0.068,-0.147,88.943,88.422,91.062,-27.696,-32.032,0
4.12,0.049,-0.041,88.844,88.621,91.062,-27.638,-31.854,0
4.14,-0.019,-0.473,89.042,88.422,90.963,-27.609,-31.973,0
4.16,0.012,0.139,88.844,88.72,90.963,-27.609,-31.884,0
4.18,-0.005,-0.457,88.844,88.224,90.865,-27.667,-31.973,0
4.2,-0.033,0.174,88.647,88.422,91.161,-27.638,-31.914,0
4.22,0.008,-0.345,88.844,88.422,91.062,-27.667,-31.914,0
4.24,-0.103,0.008,88.844,88.422,90.963,-27.667,-32.003,0
4.26,0.057,-0.185,88.943,88.522,91.259,-27.551,-31.824,0
4.28,-0.119,-0.363,89.14,88.422,90.963,-27.726,-31.973,0
4.3,-0.005,0.025,89.042,88.621,91.161,-27.696,-31.824,0
4.32,-0.072,-0.435,89.042,88.422,90.865,-27.609,-31.973,0
4.34,-0.043,0.155,89.042,88.422,91.062,-27.609,-31.824,0
4.36,-0.062,-0.384,88.844,88.422,91.062,-27.609,-31.914,0
4.38,-0.078,0.145,89.042,88.323,91.062,-27.638,-31.943,0
4.4,0.036,-0.271,88.943,88.422,91.062,-27.609,-31.914,0
4.42,-0.123,-0.159,88.943,88.422,91.062,-27.667,-31.943,0
4.44,0.046,-0.085,88.746,88.82,91.161,-27.609,-31.795,0
4.46,-0.033,-0.408,88.844,88.224,91.062,-27.58,-32.032,0
4.48,0.004,-0.034,89.042,88.522,90.963,-27.696,-31.854,0
4.5,-0.043,-0.502,89.042,88.621,91.161,-27.726,-31.854,0
4.52,-0.019,0.172,89.042,88.422,90.963,-27.638,-31.884,0
4.54,0.004,-0.334,89.042,88.621,90.963,-27.609,-31.854,0
4.56,-0.082,0.057,89.042,88.422,91.062,-27.609,-31.914,0
4.58,0.044,-0.187,88.844,88.422,91.161,-27.667,-31.824,0
4.6,-0.086,-0.206,88.844,88.323,90.963,-27.667,-31.973,0
4.62,0.044,-0.071,88.943,88.621,91.062,-27.638,-31.824,0
4.64,-0.033,-0.383,89.042,88.621,91.062,-27.609,-31.914,0
4.66,-0.025,0.198,88.844,88.422,91.062,-27.609,-31.914,0
4.68,-0.015,-0.459,89.042,88.522,91.062,-27.726,-31.795,0
4.7,-0.096,0.129,89.042,88.422,90.865,-27.696,-31.914,0
4.72,0.022,-0.32,88.844,88.522,91.161,-27.696,-31.854,0
4.74,-0.101,-0.04,89.042,88.621,91.062,-27.609,-31.973,0
4.76,0.038,-0.198,88.943,88.522,91.062,-27.638,-31.854,0
4.78,-0.074,-0.328,88.943,88.422,91.062,-27.726,-31.973,0
4.8,-0.002,0.098,88.943,88.522,91.161,-27.609,-31.914,0
4.82,-0.027,-0.514,88.943,88.224,90.963,-27.667,-31.914,0
4.84,-0.015,0.223,89.042,88.621,91.062,-27.609,-31.914,0
4.86,0.012,-0.388,88.844,88.323,90.865,-27.696,-31.884,0
4.88,-0.049,0.057,88.943,88.422,91.062,-27.667,-31.973,0
4.9,0.04,-0.302,88.844,88.522,91.062,-27.696,-31.854,0
4.92,-0.088,-0.165,89.042,88.422,91.259,-27.696,-31.914,0
4.94,0.036,-0.071,88.943,88.621,90.963,-27.638,-31.914,0
4.96,-0.062,-0.457,88.943,88.422,91.062,-27.667,-31.914,0
4.98,-0.002,0.133,88.844,88.621,90.963,-27.638,-31.824,0
5,-0.029,-0.457,89.042,88.422,91.062,-27.696,-31.973,0
5.02,-0.021,0.137,89.042,88.522,91.062,-27.696,-31.884,0
5.04,-0.025,-0.355,88.844,88.422,90.963,-27.667,-31.914,0
5.06,-0.082,0.039,89.14,88.323,91.062,-27.696,-32.003,0
5.08,0.073,-0.188,88.943,88.522,91.062,-27.667,-31.824,0
5.1,-0.103,-0.298,89.042,88.422,91.062,-27.696,-31.973,0
5.12,0.034,-0.043,88.844,88.422,91.062,-27.696,-31.795,0
5.14,-0.025,-0.463,89.239,88.422,90.963,-27.638,-31.973,0
5.16,-0.005,0.066,88.943,88.621,91.062,-27.696,-31.824,0
5.18,-0.039,-0.418,89.042,88.422,91.062,-27.667,-31.854,0
5.2,-0.058,0.186,88.943,88.224,90.963,-27.696,-31.973,0
5.22,0.006,-0.288,89.14,88.522,91.062,-27.667,-31.884,0
5.24,-0.129,-0.02,88.943,88.522,91.062,-27.696,-31.854,0
5.26,0.053,-0.106,88.844,88.621,91.062,-27.638,-31.824,0
5.28,-0.072,-0.257,88.943,88.422,91.259,-27.667,-32.003,0
5.3,0.008,-0.002,88.943,88.522,90.963,-27.726,-31.824,0
5.32,-0.056,-0.416,88.844,88.422,90.963,-27.609,-31.914,0
5.34,-0.015,0.213,89.14,88.422,91.062,-27.638,-31.914,0
5.36,0.002,-0.394,88.746,88.422,91.062,-27.696,-31.914,0
5.38,-0.086,0.153,88.844,88.422,91.161,-27.638,-31.973,0
5.4,0.042,-0.257,89.042,88.422,90.963,-27.638,-31.824,0
5.42,-0.082,-0.13,88.844,88.522,91.062,-27.696,-31.973,0
5.44,0.038,-0.179,88.943,88.621,91.259,-27.609,-31.824,0
5.46,-0.037,-0.43,88.844,88.422,90.963,-27.609,-31.914,0
5.48,0.014,0.107,88.943,88.522,91.062,-27.667,-31.884,0
5.5,-0.027,-0.526,89.14,88.522,90.865,-27.696,-31.884,0
5.52,-0.06,0.18,88.844,88.422,91.062,-27.667,-31.914,0
5.54,0.038,-0.394,88.844,88.522,91.062,-27.638,-31.914,0
5.56,-0.07,0.037,88.844,88.522,91.062,-27.58,-31.973,0
5.58,0.049,-0.3,88.844,88.422,90.963,-27.609,-31.824,0
5.6,-0.064,-0.228,88.943,88.422,91.062,-27.696,-31.943,0
5.62,0.032,-0.02,88.943,88.621,91.062,-27.638,-31.824,0
5.64,-0.049,-0.543,88.844,88.422,91.062,-27.638,-31.914,0
5.66,-0.007,0.174,88.844,88.72,91.161,-27.638,-31.824,0
5.68,-0.033,-0.482,88.943,88.224,90.963,-27.609,-31.914,0
5.7,-0.074,0.18,88.943,88.621,91.062,-27.609,-31.884,0
5.72,0.004,-0.361,89.042,88.621,91.062,-27.726,-31.854,0
5.74,-0.113,-0.01,88.943,88.422,91.062,-27.638,-31.914,0
5.76,0.065,-0.126,88.844,88.621,91.161,-27.609,-31.795,0
5.78,-0.076,-0.406,88.943,88.323,91.062,-27.696,-31.914,0
5.8,0.014,0.066,89.042,88.72,91.062,-27.667,-31.824,0
5.82,-0.017,-0.524,88.943,88.422,91.062,-27.609,-31.973,0
5.84,-0.023,0.17,89.042,88.621,91.062,-27.609,-31.824,0
5.86,-0.029,-0.428,89.042,88.621,90.963,-27.696,-31.824,0
5.88,-0.082,0.127,88.943,88.323,91.062,-27.667,-31.943,0
5.9,0.026,-0.237,89.042,88.621,91.062,-27.667,-31.795,0
5.92,-0.137,-0.222,88.943,88.323,90.963,-27.609,-31.973,0
5.94,0.042,-0.04,89.042,88.422,91.062,-27.609,-31.824,0
5.96,-0.033,-0.42,88.943,88.522,91.062,-27.696,-31.973,0
5.98,-0.023,0.094,88.943,88.422,91.062,-27.696,-31.824,0
6,-0.027,-0.496,88.844,88.422,90.963,-27.667,-31.884,0
6.02,-0.049,0.225,89.042,88.323,91.062,-27.667,-31.914,0
6.04,0.044,-0.345,89.042,88.621,91.062,-27.609,-31.884,0
6.06,-0.088,0.013,89.042,88.621,91.062,-27.696,-32.032,0
6.08,0.071,-0.141,88.844,88.422,90.963,-27.58,-31.824,0
6.1,-0.064,-0.23,89.042,88.224,91.062,-27.696,-31.973,0
6.12,-0.011,0.015,89.042,88.82,91.062,-27.638,-31.854,0
6.14,-0.064,-0.461,88.844,88.522,91.062,-27.696,-31.824,0
6.16,-0.062,0.215,88.943,88.621,91.062,-27.726,-31.914,0
6.18,-0.045,-0.467,88.943,88.621,91.161,-27.667,-31.824,0
6.2,-0.147,0.076,88.844,88.323,90.865,-27.696,-31.854,0
6.22,0.012,-0.359,88.844,88.422,91.259,-27.696,-31.884,0
6.24,-0.101,-0.2,88.844,88.422,90.963,-27.667,-31.973,0
6.26,0.03,-0.23,89.042,88.621,91.161,-27.609,-31.824,0
6.28,-0.019,-0.426,88.943,88.422,90.963,-27.609,-31.914,0
6.3,0.046,0.109,89.239,88.422,91.062,-27.551,-31.973,0
6.32,0.018,-0.539,89.042,88.422,91.161,-27.609,-31.824,0
6.34,-0.005,0.211,89.042,88.522,90.963,-27.638,-31.914,0
6.36,0.047,-0.375,88.943,88.422,91.259,-27.667,-31.854,0
6.38,-0.068,0.072,88.943,88.422,91.259,-27.609,-31.973,0
6.4,0.03,-0.247,88.943,88.522,90.865,-27.696,-31.765,0
6.42,-0.088,-0.224,88.746,88.422,91.161,-27.726,-31.973,0
6.44,-0.009,0.015,89.042,88.621,91.161,-27.696,-31.824,0
6.46,-0.062,-0.492,88.844,88.422,91.062,-27.726,-31.884,0
6.48,-0.041,0.219,88.943,88.621,91.259,-27.638,-31.884,0
6.5,-0.033,-0.439,88.844,88.422,91.062,-27.696,-31.943,0
6.52,-0.07,0.202,89.042,88.422,91.161,-27.696,-31.943,0
6.54,0.018,-0.326,88.844,88.522,91.062,-27.638,-31.795,0
6.56,-0.098,-0.049,89.042,88.422,90.963,-27.609,-32.032,0
6.58,0.057,-0.13,88.943,88.72,91.062,-27.609,-31.884,0
6.6,-0.064,-0.453,89.042,88.323,90.963,-27.667,-31.884,0
6.62,-0.003,0.072,89.042,88.522,91.062,-27.609,-31.824,0
6.64,-0.019,-0.53,89.042,88.422,90.963,-27.609,-31.943,0
6.66,-0.037,0.192,89.042,88.422,90.963,-27.609,-31.914,0
6.68,0.016,-0.475,88.844,88.422,91.062,-27.609,-31.884,0
6.7,-0.092,0.039,88.943,88.224,91.062,-27.609,-32.003,0
6.72,0.049,-0.277,88.943,88.522,91.062,-27.667,-31.914,0
6.74,-0.078,-0.324,88.844,88.422,91.161,-27.609,-32.003,0
6.76,0.03,0.021,88.844,88.422,91.062,-27.667,-31.824,0
6.78,-0.031,-0.418,88.943,88.323,90.865,-27.638,-31.914,0
6.8,-0.06,0.243,89.042,88.422,91.062,-27.667,-31.854,0
6.82,-0.023,-0.494,88.844,88.522,90.963,-27.726,-31.824,0
6.84,-0.098,0.207,88.844,88.224,91.062,-27.696,-31.943,0
6.86,0.042,-0.334,88.943,88.621,90.865,-27.696,-31.884,0
6.88,-0.119,-0.094,88.943,88.422,90.963,-27.726,-31.943,0
6.9,0.024,-0.104,89.042,88.72,91.161,-27.726,-31.765,0
6.92,-0.056,-0.381,89.042,88.422,91.062,-27.696,-31.914,0
6.94,0.006,0.166,88.943,88.422,91.062,-27.638,-31.824,0
6.96,-0.019,-0.526,88.943,88.621,90.963,-27.667,-31.884,0
6.98,-0.049,0.298,88.943,88.422,90.963,-27.609,-31.973,0
7,0.053,-0.467,88.943,88.621,91.161,-27.667,-31.914,0
7.02,-0.113,0.008,89.042,88.522,91.259,-27.696,-31.973,0
7.04,0.069,-0.243,88.943,88.522,91.062,-27.696,-31.824,0
7.06,-0.076,-0.288,89.042,88.323,91.062,-27.638,-32.003,0
7.08,-0.017,-0.014,88.943,88.422,91.062,-27.638,-31.824,0
7.1,-0.064,-0.52,88.844,88.422,90.865,-27.755,-31.914,0
7.12,-0.037,0.274,88.844,88.323,90.963,-27.696,-31.914,0
7.14,-0.021,-0.512,89.042,88.522,91.062,-27.726,-31.824,0
7.16,-0.1,0.217,89.042,88.621,90.963,-27.696,-31.914,0
7.18,0.022,-0.239,88.844,88.422,91.062,-27.696,-31.884,0
7.2,-0.084,-0.077,88.943,88.224,91.062,-27.609,-31.973,0
7.22,0.012,-0.116,88.844,88.422,91.062,-27.667,-31.765,0
7.24,-0.045,-0.433,88.844,88.323,91.062,-27.667,-31.943,0
7.26,0.036,0.145,89.042,88.621,91.062,-27.696,-31.943,0
7.28,-0.009,-0.508,88.943,88.422,90.865,-27.696,-31.914,0
7.3,-0.054,0.243,88.844,88.621,91.062,-27.609,-31.914,0
7.32,0.004,-0.351,88.844,88.422,91.062,-27.696,-31.824,0
7.34,-0.064,0.033,89.042,88.522,91.259,-27.667,-31.973,0
7.36,0.022,-0.243,88.943,88.621,90.865,-27.667,-31.854,0
7.38,-0.076,-0.275,89.042,88.422,91.062,-27.638,-31.914,0
7.4,0.036,0,88.943,88.422,91.062,-27.696,-31.824,0
7.42,-0.043,-0.498,89.042,88.422,91.062,-27.696,-31.973,0
7.44,-0.039,0.147,89.042,88.522,90.865,-27.667,-31.824,0
